ID,ResponseAS,Tags,DC,ENGLISH,GERMAN,FRENCH
145,CHA,"Politics, City, Language
",12,Third place - a place for community and socialization that is not the home or work.,,Tiers-lieu - lieu de communauté et de sociabilité qui n'est ni le foyer ni le travail.
146,INT,Spells,11,"Feather Fall - 1st level transmutation. Puts a cap on the target's falling speed. Makes it safe to fall from any distance, as long as the spell remains active.",,"Feuille morte - transmutation de premier niveau. Limite la vitesse de chute de la cible. Rend toute chute sans danger, quelle que soit la hauteur, tant que le sort reste actif."
147,INT,"Politics, Esoterics",12,"Copper Paper - a newspaper printed on magical copper sheets. The quality of the final newspaper suffers when using this method of production, but its popularity has skyrocket with indie papers around the Coast using it. Still pretty expensive to use, but nowhere near as costly as using proper Arcane Era pressing machines.",,"Papier de cuivre - journal imprimé sur des feuilles de cuivre magiques. La qualité du journal final souffre avec cette méthode de production, mais sa popularité a explosé parmi les journaux indépendants de la Côte. Encore assez cher à utiliser, mais bien moins coûteux que de vraies presses de l'Ère arcanique."
148,INT,Geography,14,"Lake Cujah - a salt water lake found in the jungles of Hae'Xi. Connected with a similar lake found in the Undercoast. Many argue it should be considered one body of water, the only of its kind to pass the Gravity Flip beyond Jor's Sea itself.",,"Lac Cujah - lac d'eau salée situé dans les jungles de Hae'Xi. Relié à un lac similaire de la Sous-Côte. Beaucoup affirment qu'il devrait être considéré comme un seul plan d'eau, le seul de ce genre à traverser le retournement gravitationnel au-delà de la Mer de Jor elle-même."
149,CHA,History,10,"Beast of Jor - term for those creatures invited by Jor during the Gate Era. Essentially, a term for all the extremely old and ancient creatures across the Coast.",,"Bête de Jor - terme pour les créatures invitées par Jor pendant l'Ère des Portes. Essentiellement, un terme pour toutes les créatures extrêmement vieilles et antiques de la Côte."
150,INT,History,19,"Yram - a Gate Era civilization. Little is known of them, except that their ruins can be found at Tol's Pass and Vhyz Kha Peaks. Your theory? Their empire once sat where today you would find the Infinite Wastes.",,"Yram - civilisation de l'Ère des Portes. On sait peu de choses d'eux, sinon que leurs ruines se trouvent au col de Tol et aux pics de Vhyz Kha. Ta théorie ? Leur empire se trouvait là où l'on trouve aujourd'hui les Désolations infinies."
151,INT,History,18,"Toulin'catl - an ancient Askanii civilization that disappeared during the Fade Era. Little is known of them, apart from their apparent mastery of magic, and their snail-like appearance.",,"Toulin'catl - ancienne civilisation askanii disparue pendant l'Ère du Déclin. On sait peu de choses d'eux, hormis leur maîtrise apparente de la magie et leur apparence semblable à des escargots."
152,INT,History,12,"Esuth - the red dragon of Askan. His rise to power through trickery and betrayal is legendary, as is his fall to Abacus the Half-Wit and the Mist Titan. Rumors say his spirit still haunts the ever-lit Burned Coast to this day.",,"Esuth - le dragon rouge d'Askan. Son ascension au pouvoir par la ruse et la trahison est légendaire, tout comme sa chute face à Abacus le Demi-Sot et au Titan de Brume. Des rumeurs disent que son esprit hante encore aujourd'hui la Côte brûlée toujours éclairée."
153,INT,Politics,14,Bone Purge - a city-wide effort in 11 PE to stop necromancers from outcompeting mortal-staffed factories. ,,Purge des os - effort mené à l'échelle de la ville en 11 EG pour empêcher les nécromanciens de dépasser les usines employant du personnel mortel.
154,WIS,Nature,12,"Hail Snail - a small icy mollusk, spread in esoteric weather events. Often wreaks havoc on crops and roofs alike.",,"Grêle-escargot - petit mollusque glacé, répandu lors d'événements météorologiques ésotériques. Ravage souvent les récoltes comme les toits."
155,INT,Spells,14,Gentle Repose - 2nd level necromancy spell. Keeps a corpse from decaying.,,Repos paisible - sort de nécromancie de deuxième niveau. Empêche un cadavre de se décomposer.
156,WIS,History,14,Boulba - the Last of the Titans. Fought against dragons in Vourgeni. Died in a Hae'Xi swamp. His corpse spawned many monstrosities across the Coast.,,Boulba - le Dernier des Titans. Il combattit les dragons en Vourgeni. Il mourut dans un marais de Hae'Xi. Son cadavre engendra de nombreuses monstruosités à travers la Côte.
157,INT,Esoterics,12,Titan - term for the gigantic creatures who first inhabited and shaped Jor's Realm.,,Titan - terme désignant les gigantesques créatures qui habitèrent et façonnèrent les premières le Royaume de Jor.
158,CHA,"Language
",9,"HWBT - the Halfway Bridge Tribe. Commonly called 'The Halfways'. One of the three goblin tribes in Norvik, and arguably the most influential, despite their small size. Led by Lady Miska Sageleaf, with their headquarter in the Goblin Garden on Tolstad.",,"HWBT - la Tribu du Pont Halfway. Communément appelée ""les Halfways"". L'une des trois tribus gobelines de Norvik, et sans doute la plus influente malgré sa petite taille. Dirigée par Dame Miska Sageleaf, avec son quartier général dans le Jardin gobelin de Tolstad."
159,INT,Language,9,"Fôrtvivlad - dwarvish word. Meaning: desperation, anguish, hysteria brought on from mental pain.",,"Fôrtvivlad - mot nain. Signifie : désespoir, angoisse, hystérie née de la douleur mentale."
160,CHA,"Language
",8,RÔSTKORT - means voting card in fancy Askanii dwarven.,,RÔSTKORT - signifie carte de vote en nain askanii raffiné.
161,CHA,Politics,13,Party of Magic - sounds like a hoot.,,Parti de la Magie - ça a l'air sacrément amusant.
162,INT,History,9,Arcanist - the magocrats who ruled pre-Coast War human civilizations in Old Diminor. Also a very minor political party in Norvik.,,Arcaniste - les magocrates qui régnaient sur les civilisations humaines d'avant-guerre dans le Vieux Diminor. Aussi un très petit parti politique à Norvik.
163,CON,History,8,Agrarian - those who live off the earth. Simple farmers. People of the land. The common clay of Askanii fields. Their political movement has mostly been swallowed by the Azgalists.,,Agrarien - ceux qui vivent de la terre. Simples fermiers. Gens du sol. L'argile commune des champs askanii. Leur mouvement politique a surtout été avalé par les Azgalistes.
164,INT,History,12,Nimmenberg - a legendary arcanist who built the Undying Legions during the Coast War. Often called the father of modern necromancy and its many practical applications.,,Nimmenberg - arcaniste légendaire qui bâtit les Légions immortelles pendant la Guerre de la Côte. Souvent appelé le père de la nécromancie moderne et de ses nombreuses applications pratiques.
165,CHA,"Language
",9,"Dagsbôter - dwarven for day-fine. Some might call it legal extortion, but it really depends on the district.",,"Dagsbôter - nain pour amende journalière. Certains appelleraient ça de l'extorsion légale, mais cela dépend vraiment du district."
166,INT,Politics,11,Yhelgen's Accord - a series of laws established during the early days of Norvikian settlement.,,Accord d'Yhelgen - série de lois établies aux premiers jours de la colonisation norvikienne.
167,INT,History,16,Bhan-Emvers - one of the five exiled families (or clans) that formed the surface kingdom of the Vyz-Kha Peaks.,,"Bhan-Emvers - l'une des cinq familles, ou clans, exilées qui formèrent le royaume de surface des pics de Vyz-Kha."
168,CHA,History,13,Bhan-Emvers - one of the big dwarf clans. They funnel tons of Penning into Norvik.,,Bhan-Emvers - l'un des grands clans nains. Ils canalisent des tonnes de Penning vers Norvik.
169,CHA,Folk,10,"Dwarf - stout, short, hairy, loves to dig and build, you know the drill. Heh. Drill. They built most of Norvik and have a long history with the Urthfolk.",,"Nain - robuste, petit, poilu, adore creuser et bâtir, tu connais la chanson. Hé. Creuser. Ils ont construit l'essentiel de Norvik et ont une longue histoire avec les Urthfolks."
170,CHA,Folk,9,"Human - tall and beautiful, like yourself. Known as the 'Pest of the Coast' by those who are less inclined to reproduce like rabbits.",,"Humain - grand et beau, comme toi. Connu comme le ""Fléau de la Côte"" par ceux qui sont moins enclins à se reproduire comme des lapins."
171,CHA,Folk,11,Elf - scary primal overlords of the forest. Rare in Norvik. But they've got their hidden roots all over Askan.,,Elfe - effrayants suzerains primaux de la forêt. Rares à Norvik. Mais leurs racines cachées s'étendent partout en Askan.
172,CHA,Folk,9,Goblin - short and green. Got claws and fangs. Little monsters. They've got three tribes in Norvik and are considered somewhat civilized.,,Gobelin - petit et vert. Des griffes et des crocs. Petits monstres. Ils ont trois tribus à Norvik et sont considérés comme plus ou moins civilisés.
173,CHA,Folk,12,Orc - big brutes of devilish origin. They're rare in Norvik. Most of them can be found in Fell Tire.,,Orc - grandes brutes d'origine diabolique. Ils sont rares à Norvik. On en trouve surtout à Fell Tire.
174,INT,Nature,15,"Green Deer - a monstrosity born out of the Coast War fallout. Produce acid from their antlers, mimic spoken language, often walk on their hind-legs, and are generally extremely deadly. They cannot be found in Askanii, but are known for their horrors around the Coast.",,"Cerf vert - monstruosité née des retombées de la Guerre de la Côte. Produit de l'acide avec ses bois, imite le langage parlé, marche souvent sur ses pattes arrière et se révèle généralement extrêmement mortel. On n'en trouve pas en Askanii, mais ses horreurs sont connues autour de la Côte."
175,CHA,"Politics, City",10,Darrow - one of the original Urthfolk houses to found Norvik with Urth. Their bloodline can still be found in high positions all around the city.,,Darrow - l'une des maisons urthfolks originelles à avoir fondé Norvik avec Urth. On trouve encore leur lignée à de hauts postes dans toute la ville.
176,INT,Literature,11,"Magazine - a periodical publication generally containing short stories, adverts, investigative journalism, and/or erotica.",,"Magazine - publication périodique contenant généralement des nouvelles, des publicités, du journalisme d'enquête et/ou de l'érotisme."
177,CHA,Geography,8,North Wall - one of five districts in Norvik. Known as the industrial district for its many factories built along the river. This is where you live. Anyone who calls it <i>the</i> North Wall is probably not a local. Everyone who is cool calls it 'North Wall'. Just 'North Wall'.,,"North Wall - l'un des cinq districts de Norvik. Connu comme le district industriel pour ses nombreuses usines bâties le long du fleuve. C'est là que tu vis. Quiconque l'appelle <i>le</i> North Wall n'est probablement pas du coin. Tous les gens cool disent ""North Wall"". Juste ""North Wall""."
178,WIS,Esoterics,8,Esoteric - the magic of Jor and his strings. The Coast is infused with it.,,Ésotérique - la magie de Jor et de ses fils. La Côte en est imprégnée.
179,WIS,Esoterics,16,Ebb - the draining.,,Ebb - le reflux.
180,CHA,"Language
",11,"Kraek - dwarven word for low beasts, or critter. Often used as a demeaning term for humans.",,"Kraek - mot nain pour bêtes inférieures, ou bestioles. Souvent utilisé comme terme méprisant pour les humains."
181,INT,"Esoterics, History",20,"Iomestra - one of Jor's original apprentices. Little is known of her, apart from her symbol (a brachen branch) being littered among certain Gate Era ruins. But your research has revealed it clearly to you: she is a shadow in Askan, choosing to stay hidden. Yet her influence is felt everywhere.",,"Iomestra - l'une des apprenties originelles de Jor. On sait peu de choses d'elle, hormis que son symbole, une branche de brachen, est disséminé dans certaines ruines de l'Ère des Portes. Mais tes recherches te l'ont révélé clairement : elle est une ombre en Askan, choisissant de rester cachée. Pourtant son influence se fait sentir partout."
182,CHA,"Language
",14,"Pimeä - elvish derogatory term for the nomadic elves who live on the Undercoast. They haven't had a real civilization for centuries, so it's rare to find them on the surface. Literally means 'Dark'.",,"Pimeä - terme péjoratif elfique pour les elfes nomades qui vivent dans la Sous-Côte. Ils n'ont pas eu de vraie civilisation depuis des siècles, il est donc rare de les trouver à la surface. Signifie littéralement ""Sombre""."
183,INT,Folk,12,"Pimeä - the elven enclaves who live on the Undercoast. Also known as 'dark elves', although that's a bit on the nose.",,"Pimeä - enclaves elfiques qui vivent dans la Sous-Côte. Aussi connues sous le nom d'""elfes noirs"", même si c'est un peu trop évident."
184,INT,"Esoterics, Folk",13,"Hag - a spellcaster focused on communing with powerful primal and esoteric forces. Always feminine. Often employed as freelancers. They're very common around the Coast, ever since the MHR-initiative during the Coast War.",,Guenaude - lanceuse de sorts centrée sur la communion avec de puissantes forces primales et ésotériques. Toujours féminine. Souvent employée en indépendante. Elles sont très courantes autour de la Côte depuis l'initiative MHR pendant la Guerre de la Côte.
185,INT,"Esoterics, History",15,MHR - stands for Mass Hag Recruitment. Was an initiative taken by several city-states during the Coast War to forcibly recruit and train young girls into hagdom.,,MHR - signifie Recrutement massif de guenaudes. Initiative prise par plusieurs cités-États pendant la Guerre de la Côte pour recruter de force et former de jeunes filles à devenir guenaudes.
186,WIS,Esoterics,12,"Primal - one of the three pillars of magic. It is represented in the natural, wild, savage, and elemental forces of Jor. They cannot be controlled, only bargained with.",,"Primal - l'un des trois piliers de la magie. Il est représenté dans les forces naturelles, sauvages, féroces et élémentaires de Jor. On ne peut pas les contrôler, seulement négocier avec elles."
187,WIS,Esoterics,12,"Divine - one of the three pillars of magic. It is represented by the sacred, the faith of all folk, their souls, and is granted by gods who once walked among us.",,"Divin - l'un des trois piliers de la magie. Il est représenté par le sacré, la foi de tous les peuples, leurs âmes, et il est accordé par les dieux qui marchèrent autrefois parmi nous."
188,WIS,Esoterics,12,"Arcane - one of the three pillars of magic. It is represented by the forces that make up all esoteric events. Those who play Jor's Strings tap into these powers, programming the laws of the existence around their whims.",,"Arcanique - l'un des trois piliers de la magie. Il est représenté par les forces qui composent tous les événements ésotériques. Ceux qui jouent les Fils de Jor puisent dans ces pouvoirs, programmant les lois de l'existence selon leurs caprices."
189,CHA,Esoterics,50,Among us - highly suspicious.,,Parmi nous - hautement suspect.
190,INT,Geography,6,The Towers - the home base of the Order of Arcane Clerics of Norvik. Also known as the OACN.,,Les Tours - base de l'Ordre des Clercs arcaniques de Norvik. Aussi connu sous le sigle OACN.
191,CHA,Nature,13,Slogdog - sausage made from gamey meat scraps. A classic among hunters across the Coast.,,Slogdog - saucisse faite de chutes de viande au goût sauvage. Un classique chez les chasseurs de toute la Côte.
192,CHA,Esoterics,11,"Alligator Picker - a children's game where you get your fingers pricked by a make-shift alligator mouth if you press the wrong tooth. A rare toy these days, as the last factory producing in Bloodcity Bay shut down due to an above-board amount of haunted copies being sold across the Coast.",,"Alligator Picker - jeu d'enfant où tes doigts se font piquer par une bouche d'alligator bricolée si tu appuies sur la mauvaise dent. Jouet rare de nos jours, car la dernière usine qui en produisait à Bloodcity Bay a fermé après la vente, tout à fait légale bien sûr, d'un nombre anormal d'exemplaires hantés dans toute la Côte."
193,INT,"Esoterics, History",15,"Fillius Prax - a magocrat and Arcanist of the highest order. Led one of the longest lasting autocratic empires in Old Diminor, and founded House Prax. Most infamous for creating the Curselands.",,Fillius Prax - magocrate et Arcaniste du plus haut rang. Il dirigea l'un des empires autocratiques les plus durables du Vieux Diminor et fonda la Maison Prax. Surtout tristement célèbre pour avoir créé les Terres maudites.
194,INT,"Esoterics, Geography",14,"Curselands - fifty thousand square miles, cursed to forever stand as an esoteric gateway to a pure negative energy plane. For scale, that's about the size of the entirety of the land today held by the Norvikian city-state.",,"Terres maudites - cinquante mille miles carrés, maudits pour rester à jamais un portail ésotérique vers un plan d'énergie négative pure. Pour donner l'échelle, c'est à peu près la taille de tout le territoire aujourd'hui détenu par la cité-État de Norvik."
195,CHA,Politics,13,"Hedonists - an infamous group of activists and anarchists spawned towards the end of the Coast War. They stand for... something, probably. Mostly they're known for inciting riots and playing with demonic forces.",tw,"Hédonistes - groupe tristement célèbre d'activistes et d'anarchistes apparu vers la fin de la Guerre de la Côte. Ils défendent... quelque chose, probablement. On les connaît surtout pour avoir déclenché des émeutes et joué avec des forces démoniaques."
196,INT,Politics,13,"Hedonists - an anarchists movement spawned towards the end of the Coast War. They dealt with abyssal forces, and somehow published 'The Hedonists', an instructional booklet that made its way across the Coast.",,"Hédonistes - mouvement anarchiste né vers la fin de la Guerre de la Côte. Ils traitèrent avec des forces abyssales et publièrent, d'une manière ou d'une autre, ""Les Hédonistes"", un livret d'instructions qui circula sur toute la Côte."
197,INT,Spells,15,"Thorn Whip - an offensive Transmutation cantrip. Often used by druids as a medium-range spell attack. It is known to rip targets to pieces, when wielded by a powerful enough caster.",,Fouet épineux - tour de magie de transmutation offensif. Souvent utilisé par les druides comme attaque magique à moyenne portée. Il est connu pour mettre les cibles en pièces lorsqu'il est manié par un lanceur assez puissant.
198,CHA,Esoterics,13,"Screamer - a type of bard from Vourgeni, known for shouting spells through the valleys and across the floating landscapes.",,"Hurleur - type de barde de Vourgeni, connu pour hurler des sorts à travers les vallées et les paysages flottants."
199,INT,Esoterics,13,"Frightful Presence - some powerful creatures have auras that cause fear to those near. To fail means succumbing to mindless terror, along with other annoying effects.",,"Présence terrifiante - certaines créatures puissantes possèdent des auras qui inspirent la peur à ceux qui se trouvent près d'elles. Échouer signifie succomber à une terreur aveugle, avec d'autres effets agaçants."
200,INT,Spells,8,Ray of Frost - Evocation cantrip. Commonly used for offensive ranged strikes as well as other more utilitarian functions. You were never a fan. (Your fingers got too cold.),,Rayon de givre - tour de magie d'évocation. Couramment utilisé pour des frappes offensives à distance ainsi que pour d'autres fonctions plus utilitaires. Tu n'as jamais aimé. Tes doigts devenaient trop froids.
201,INT,"City, Language",9,"LR - Common shortening of 'Light Reflection', referring to the image-capturing method of using the Mirror cantrip and Light cantrip simultaneously in order to brand a surface with a perfect visual representation of whatever the mirror is reflecting. It's a popular and cheap alternatives for paintings.",,"RL - abréviation courante de ""Réflexion lumineuse"", méthode de capture d'image utilisant simultanément le tour de magie Miroir et le tour de magie Lumière afin de marquer une surface avec une représentation visuelle parfaite de ce que reflète le miroir. Alternative populaire et bon marché aux peintures."
202,CHA,"City, Language",9,LR - magic paintings. Look super realistic. Very popular these days.,,RL - peintures magiques. Ont l'air super réalistes. Très populaires ces temps-ci.
203,INT,History,14,Ym Silk - threads spun by the illusive incorporeal giant spiders of the Ymian burrow forests. It is a useful material in all manner of factory settings.,,Soie d'Ym - fils tissés par les insaisissables araignées géantes incorporelles des forêts-terriers ymiennes. Matériau utile dans toutes sortes de contextes industriels.
204,CHA,Nature,7,Sex - dwarven for the number 'six'. Never stops being funny.,,Sex - six en nain. Ne cesse jamais d'être drôle.
205,CON,Nature,11,Sex - survival mechanism of all mortal folk.,,Sexe - mécanisme de survie de tous les peuples mortels.
206,INT,Nature,13,Sex - the trait that determines whether a sexually reproducing organism is of the male or female half of reproduction. Also a useless distraction.,,Sexe - trait qui détermine si un organisme à reproduction sexuée appartient à la moitié mâle ou femelle de la reproduction. Aussi une distraction inutile.
207,STR,Nature,15,Sex - duality of man. To sin. To be a father. To live. To reproduce in the name of Urth.,,Sexe - dualité de l'homme. Pécher. Être père. Vivre. Se reproduire au nom d'Urth.
208,WIS,Nature,14,Sex - a beautiful union between those who carry the burden of life upon their souls.,,Sexe - belle union entre ceux qui portent le fardeau de la vie sur leur âme.
209,DEX,Nature,9,Sex - fun!,,Sexe - amusant !
210,INT,Esoterics,10,"Sending Pebble - a magic item capable of casting a weak version of the Sending spell, only reaching targets within a kilometer. Due to it not requiring a receiving magic item, unlike a regular Sending Stone, it is exceedingly expensive and rare.",,"Galet de Message - objet magique capable de lancer une version faible du sort Message, n'atteignant que les cibles situées dans un rayon d'un kilomètre. Comme il ne nécessite pas d'objet magique récepteur, contrairement à une Pierre de Message ordinaire, il est extrêmement cher et rare."
211,INT,Spells,14,Mass Torsion - fourth level Transmutation spell. Infamous as one of the most horrific forms of magic employed during the Coast War. It causes torsion in every testicle within a range of 100 feet. It is outlawed by way of the Holswyth Ting of 501 AE.,,Torsion de masse - sort de transmutation de quatrième niveau. Célèbre comme l'une des formes de magie les plus horribles employées pendant la Guerre de la Côte. Il provoque une torsion de chaque testicule dans un rayon de 100 pieds. Il est interdit par le Ting de Holswyth de 501 EA.
212,CHA,Spells,8,"Mass Torsion - an infamous spell that causes all testicles around to twist, turn, and... clench. It's horrific.",,"Torsion de masse - sort tristement célèbre qui fait se tordre, tourner et... se crisper tous les testicules alentour. C'est horrible."
213,INT,"History, Politics",10,"Holswyth Ting - a convention set up on the first year of every decade to facilitate trade and international cooperation and agreements. It is held in the Mega-Castle of Holswyth, on the Vourgeni Coast.",,"Ting de Holswyth - convention organisée la première année de chaque décennie pour faciliter le commerce, la coopération internationale et les accords. Elle se tient dans le Méga-Château de Holswyth, sur la Côte de Vourgeni."
214,INT,Geography,10,"Holswyth - a city founded within the confines of a massive Gate Era castle, leaning out over the Coast. Known for the Holswyth Ting, and is essentially just a city built out of a series of complex embassies and gnomish industries.",,"Holswyth - ville fondée dans l'enceinte d'un immense château de l'Ère des Portes, penché au-dessus de la Côte. Connue pour le Ting de Holswyth, c'est essentiellement une ville bâtie à partir d'une série complexe d'ambassades et d'industries gnomes."
215,CHA,"Language, City",8,"City Below - short for 'The City Below the City'. A phrase used to describe the incredible amount of tunnels and ruins below Norvik. Lots of monsters and stuff down there. Also riches, if you delve deep enough.",,"Cité d'En Bas - abréviation de ""La Cité sous la Cité"". Expression utilisée pour décrire l'incroyable quantité de tunnels et de ruines sous Norvik. Beaucoup de monstres et de trucs là-dessous. Aussi des richesses, si tu descends assez profond."
216,INT,"Language, Esoterics",10,"Monster - short for Monstrosity. Defined as a non-sentient creature born out of magical means, often by combining various natural beasts, or from curses, or Esoteric Events.",,"Monstre - abréviation de Monstruosité. Défini comme une créature non consciente née de moyens magiques, souvent en combinant diverses bêtes naturelles, ou issue de malédictions ou d'événements ésotériques."
217,CHA,Language,13,"Legalese - not a real language, but rather a way of communicating legal concepts, often in documents and contracts.",,"Juridiquais - pas une vraie langue, mais plutôt une façon de communiquer des concepts juridiques, souvent dans des documents et contrats."
218,INT,"Geography, Nature",11,"Seasons - each band has its own rules for the changing seasons. On the specific days, the weather is supposed to change drastically and immediately. But you have not experienced such a switch in your lifetime.",,"Saisons - chaque bande a ses propres règles pour le changement des saisons. Aux jours précis, le temps est censé changer brutalement et immédiatement. Mais tu n'as jamais vécu une telle bascule de ton vivant."
219,INT,City,8,"The City Below the City - the vast ruins found underneath Norvik. Most define it as the parts of the city not yet civilized, although there is a legal definition set in place for each individual district.",,"La Cité sous la Cité - vastes ruines situées sous Norvik. La plupart la définissent comme les parties de la ville pas encore civilisées, même s'il existe une définition légale propre à chaque district."
220,WIS,Religion,6,"Urth's Passing - the day your god died. Norvik used to celebrate this with fervor when you were little, as many fanatics believed he would return if they hosted a truly legendary feast.",,"Trépas d'Urth - le jour où ton dieu mourut. Quand tu étais petit, Norvik célébrait cela avec ferveur, car beaucoup de fanatiques croyaient qu'il reviendrait s'ils organisaient un festin vraiment légendaire."
221,CHA,Religion,10,"Urth's Passing - drink and feasting, with family and friends. Mostly used to ignore the darkness of winter outside.",,"Trépas d'Urth - boissons et festins, en famille et entre amis. Sert surtout à ignorer les ténèbres de l'hiver dehors."
222,WIS,Religion,9,"Fast of Tûk - in remembrance of the tribulations of the Urthfolk, back in Old Diminor, a feast is held. Most devout would abstain from sustenance for thirty-six hours in preparation.",,"Jeûne de Tûk - en souvenir des tribulations des Urthfolks, dans le Vieux Diminor, un festin est organisé. Les plus dévots s'abstiendraient de nourriture pendant trente-six heures en préparation."
223,WIS,Religion,10,"Great Migration - the day the Urthfolk arrived on the Askanii shores for the first time. Often celebrated by cleaning and preparing boats for the first breaking of the ice. But since it's no longer as cold as it used to be in March, people often head out on fishing trips to celebrate.",,"Grande Migration - jour où les Urthfolks arrivèrent pour la première fois sur les rivages askanii. Souvent célébré en nettoyant et préparant les bateaux pour la première rupture de la glace. Mais comme il ne fait plus aussi froid qu'avant en mars, les gens partent souvent pêcher pour célébrer."
224,WIS,Religion,11,"Bloodnight - a solemn holiday, usually spent visiting graves of loved ones, especially fallen soldiers. Each day of a week you're supposed to pray for a different fallen soldier.",,"Nuit de sang - fête solennelle, généralement passée à visiter les tombes des proches, surtout des soldats tombés. Chaque jour de la semaine, tu es censé prier pour un soldat tombé différent."
225,WIS,Religion,12,"Seven Silence - on the seventh Bloodnight you're supposed to stay quiet, and not cause any trouble, as the streets of Norvik are filled with the ghosts of the fallen. Of course, most children love to interact with the harmless ghosts, and usually spend all evening playing games with the spirits.",,"Septième Silence - lors de la septième Nuit de sang, tu es censé rester silencieux et ne causer aucun problème, car les rues de Norvik sont remplies des fantômes des morts. Bien sûr, la plupart des enfants adorent interagir avec les fantômes inoffensifs et passent généralement toute la soirée à jouer avec les esprits."
226,WIS,Religion,7,River Run - good food and fresh crayfish by River Torna is served by various gatherings. The kids are supposed to run or bike along the river as the ships race each other.,,Course du fleuve - de bons plats et des écrevisses fraîches du fleuve Torna sont servis lors de divers rassemblements. Les enfants sont censés courir ou pédaler le long du fleuve pendant que les navires font la course.
227,WIS,Religion,8,"Giant's Crown - a great mock battle is held on the fields north of Norvik, where both gladiatorial duels lead to glory, and fun mud wrestling gives the folk a fun activity to attend.",,"Couronne du géant - grande bataille simulée organisée dans les champs au nord de Norvik, où les duels de gladiateurs mènent à la gloire et où la lutte dans la boue donne au peuple une activité amusante à regarder."
228,WIS,Religion,10,"Folk's Feast - a great celebration during the short Askanii summer. Many animals are slaughtered, and many treats are baked for this annual celebration. It is held on the longest day of the Askanii sun.",,Fête du peuple - grande célébration pendant le court été askanii. De nombreux animaux sont abattus et beaucoup de douceurs sont cuites pour cette fête annuelle. Elle a lieu le plus long jour du soleil askanii.
229,WIS,Religion,12,"Tol's Dance - a holiday for lovers and young people, who meet up at various fields outside the city to dance through the night. You were never invited to one.",,"Danse de Tol - fête des amants et des jeunes, qui se retrouvent dans divers champs hors de la ville pour danser toute la nuit. Tu n'as jamais été invité à l'une d'elles."
230,WIS,Religion,9,"Phoenix Watch - on exactly twenty eight days before Askanii autumn, a phoenix passes over Norvik, going inland. For an hour, the intense light turns night to day.",,"Veille du phénix - exactement vingt-huit jours avant l'automne askanii, un phénix passe au-dessus de Norvik en allant vers l'intérieur des terres. Pendant une heure, sa lumière intense change la nuit en jour."
231,WIS,Religion,12,"Torna's Flame - to hold the darkness of autumn at bay, a great bonfire is placed on top a longship and lit on fire in Norvik. It is then sailed north on River Torna, where it is re-lit in every major settlement during the coming weeks.",,"Flamme de Torna - pour tenir les ténèbres de l'automne à distance, un grand bûcher est placé sur un drakkar et allumé à Norvik. Il est ensuite envoyé vers le nord sur le fleuve Torna, où il est rallumé dans chaque grande colonie au cours des semaines suivantes."
232,WIS,Religion,12,The Ascent - a dwarven holiday that's celebrated by all in Norvik. Families are supposed to invite their neighbours and celebrate and grieve the expulsion of Azgal from his underground kingdom.,,L'Ascension - fête naine célébrée par tous à Norvik. Les familles sont censées inviter leurs voisins pour célébrer et pleurer l'expulsion d'Azgal de son royaume souterrain.
233,WIS,Religion,10,"Robelight Night - before the eternal darkness and intense cold of Askanii winter begins, a group of women are selected in Norvik to perform a series of chants on the banks of River Torna. It is said that in the past, these women would be allowed to walk upon the water and cross the river through their love of Urth.",,"Nuit des lumières de robe - avant que ne commencent l'obscurité éternelle et le froid intense de l'hiver askanii, un groupe de femmes est choisi à Norvik pour accomplir une série de chants sur les rives du fleuve Torna. On dit qu'autrefois, ces femmes étaient autorisées à marcher sur l'eau et à traverser le fleuve grâce à leur amour d'Urth."
234,STR,City,13,The City Below the City - the dungeons and caverns beneath Norvik yet to be conquered by the Urthfolk. You will surely see that all of its glory and treasure will return to the chosen people.,,La Cité sous la Cité - donjons et cavernes sous Norvik encore à conquérir par les Urthfolks. Tu verras sûrement toute sa gloire et tous ses trésors revenir au peuple élu.
235,INT,Esoterics,8,Potion - any magical substance ingested for temporary effects.,,Potion - toute substance magique ingérée pour des effets temporaires.
236,CHA,Politics,14,Chosen People - a nationalistic term for the Urthfolk. Mostly used by lovers of Urth and young men who want to feel like they're not just exploited fools in a system controlled by the Freestriders.,,Peuple élu - terme nationaliste pour les Urthfolks. Surtout utilisé par les amoureux d'Urth et les jeunes hommes qui veulent sentir qu'ils ne sont pas seulement des idiots exploités dans un système contrôlé par les Libre-Marcheurs.
237,CHA,Language,11,Skater - someone who partakes in the dangerous act of travel-onboard-wooden-board. A dumb (and kind of rad) fad.,,"Skateur - personne participant à l'acte dangereux de voyager sur une planche de bois. Mode stupide, et plutôt stylée."
238,STR,City,9,Quest - a task performed by a heroic individual and/or professional adventurer.,,Quête - tâche accomplie par un individu héroïque et/ou un aventurier professionnel.
239,INT,History,17,"Journeyman Tribe - a pseudo-nomadic clan of orcs who specialize in a certain craft. Each traces its roots into the service of the Queen-Mother Laghbetta, who gifted their ancestry with a specific magical understanding of said craft.",,"Tribu compagnonnique - clan pseudo-nomade d'orcs spécialisés dans un artisanat précis. Chacun retrace ses racines jusqu'au service de la Reine-Mère Laghbetta, qui dota leur ascendance d'une compréhension magique spécifique dudit artisanat."
