ID,ENGLISH,CHINESE,GERMAN,SPANISH,FRENCH
Quest_19_11,"Viira was furious with your behavior, and promised retaliation in the future. The Freestriders are not your friends anymore.",,,,Viira était furieuse de votre comportement et a promis des représailles à l'avenir. Les Libre-Marcheurs ne sont plus vos amis.
Quest_19_12,"You stood up to Ivcx, while reinforcing the Freestriders claim on Norvik. Viira is extremely happy with your performance, and promises you a grand future within the Revolution.",,,,Vous avez tenu tête à Ivcx tout en renforçant la revendication des Libre-Marcheurs sur Norvik. Viira est extrêmement contente de votre prestation et vous promet un grand avenir au sein de la Révolution.
,,,,,
Quest_21_1,Milkurious,,,,Milkurious
Quest_21_2,"Crown collection. Coin capture. Cash cidnapping. There are many ways to describe it.

<b>Get rich. Or die trying.</b> The only way to do it is obviously to get this milk delivery gig. Try checking around Waterlane in the morning...",,,,"Collecte de couronnes. Capture de pièces. Kidnapping de cash. Il existe beaucoup de façons de le décrire.

<b>Devenez riche. Ou mourez en essayant.</b> Le seul moyen d'y arriver est évidemment d'obtenir ce boulot de livraison de lait. Essayez de regarder du côté de Waterlane le matin..."
Quest_21_3,"Ost gave you five bottles of milk to sell to random people. After the election he expects you to return with 10,000 crowns- his recoup on this wonderful scheme. 

Clearly, this is the only way for you to get rich.",,,,"Ost vous a donné cinq bouteilles de lait à vendre à des gens au hasard. Après l'élection, il s'attend à ce que vous reveniez avec 10 000 couronnes : son retour sur investissement dans ce merveilleux stratagème.

Clairement, c'est le seul moyen pour vous de devenir riche."
Quest_21_4,You refused to sell the milk. It was clearly a scam.,,,,Vous avez refusé de vendre le lait. C'était clairement une arnaque.
Quest_21_5,You did not manage to sell the five bottles of rotten milk for twenty thousand crowns. Ost was not shocked.,,,,Vous n'avez pas réussi à vendre les cinq bouteilles de lait tourné pour vingt mille couronnes. Ost n'a pas été choqué.
Quest_21_6,"You gave Ost 10,000 crowns on election day. He was shocked.",,,,Vous avez donné 10 000 couronnes à Ost le jour de l'élection. Il était choqué.
Quest_22_1,Valkyrie,,,,Valkyrie
Quest_22_2,"Ettir, the angel working for Magistrate Darrow, is your roommate during this investigation. You find her elusive yet intriguing. Find out more by performing the most difficult of techniques: speaking with her.",,,,"Ettir, l'ange qui travaille pour le Magistrat Darrow, est votre colocataire pendant cette enquête. Vous la trouvez insaisissable et pourtant intrigante. Apprenez-en davantage grâce à la plus difficile des techniques : lui parler."
Quest_22_3,"You successfully got Ettir to open up to you. She is clearly a strange creature, living alone in a city that has no real place for her. She has offered to help you in your investigation, once you reach far below the city...",,,,"Vous avez réussi à pousser Ettir à s'ouvrir à vous. Elle est clairement un être étrange, vivant seule dans une ville qui n'a pas vraiment de place pour elle. Elle a proposé de vous aider dans votre enquête lorsque vous atteindrez les profondeurs sous la ville..."
Quest_22_4,You met the angel in the City Below. Yet she will only join you once you've reached even further on your descent.,,,,"Vous avez rencontré l'ange dans la Ville d'En Bas. Pourtant, elle ne vous rejoindra qu'une fois que vous serez descendu encore plus loin."
Quest_22_5,Ettir joins your party while you are exploring this lowest level beneath the city.,,,,Ettir rejoint votre groupe pendant que vous explorez ce niveau le plus bas sous la ville.
Quest_23_1,A Missing Paladin,,,,Un paladin disparu
Quest_23_2,"Lord Gorm of Norvik has gone missing. The legendary paladin is said to have disappeared far below the city... 

<b>Locate the Missing Paladin. It will make you a hero.</b>",,,,"Le Seigneur Gorm de Norvik a disparu. On dit que le paladin légendaire s'est volatilisé très loin sous la ville...

<b>Localisez le Paladin Disparu. Cela fera de vous un héros.</b>"
Quest_23_3,"You located an official Paladin Sigil in the City Below. It appears high-ranking enough that it must have been Lord Gorm's. While you have not found a body, he is most likely lost to the dungeon.",,,,"Vous avez trouvé un Sceau de Paladin officiel dans la Ville d'En Bas. Il semble assez haut placé pour avoir appartenu au Seigneur Gorm. Même si vous n'avez pas trouvé de corps, il est très probablement perdu dans le donjon."
Quest_23_4,You found Lord Gorm in the Beyond. But should you report this to Darrow? Only time will tell what the right choice is.,,,,Vous avez trouvé le Seigneur Gorm dans l'Au-Delà. Mais devriez-vous le signaler à Darrow ? Seul le temps dira quel était le bon choix.
Quest_24_1,Golden Line,,,,Ligne dorée
Quest_24_2,There's a geopolitical conflict going on in the Clanlands. The homeland of Askanii-native halflings has been cut in half - by the so-called <i>Golden Line</i>. Celestials hold the west. Maybe you should find out more?,,,,Un conflit géopolitique est en cours dans les Terres des Clans. La patrie des halfelins natifs d'Askanii a été coupée en deux par la soi-disant <i>Ligne dorée</i>. Les célestes tiennent l'ouest. Peut-être devriez-vous en apprendre davantage ?
Quest_24_3,Jehanne has family fighting on the Golden Line. They are starving.,,,,Jehanne a de la famille qui combat sur la Ligne dorée. Ils meurent de faim.
Quest_24_4,"Snurre is a member of the Harefoot Clan, and is distant cousin with Carrot.",,,,Snurre est membre du Clan Harefoot et cousin éloigné de Carrot.
Quest_24_5,"Oyu wants to support her kin in the Clanlands, as do many of Kargameshian descent.",,,,"Oyu veut soutenir les siens dans les Terres des Clans, comme beaucoup de personnes d'ascendance kargameshienne."
Quest_24_6,"Ivcx shared his knowledge of the Golden Line- how the truce will be upheld, and how the Horde is planning on taking over through more diplomatic means. But ultimately, the halflings will not be allowed autonomy.",,,,"Ivcx a partagé ce qu'il sait de la Ligne dorée : comment la trêve sera maintenue, et comment la Horde prévoit de prendre le contrôle par des moyens plus diplomatiques. Mais au bout du compte, les halfelins n'auront pas droit à l'autonomie."
Quest_25_1,Hammer & Zeal,,,,Marteau et zèle
Quest_25_2,Rollo believes the information gathered from the Freestriders should be shared with the Azgals. He wants you to invite Modissa to a meeting.,,,,Rollo pense que les informations obtenues sur les Libre-Marcheurs devraient être partagées avec les Azgals. Il veut que vous invitiez Modissa à une réunion.
Quest_25_3,"Modissa has accepted the invitation, and will show up at the rollermill with her squad. Get ready for a mess.",,,,Modissa a accepté l'invitation et viendra au rollermill avec son escouade. Préparez-vous au bazar.
Quest_25_4,"Modissa and Rollo had a chat about the Freestrider contract. She is going to print an exposé in the election day issue of the Chant, then the other papers will get copies of the documents.",,,,"Modissa et Rollo ont discuté du contrat des Libre-Marcheurs. Elle va publier un exposé dans le numéro du Chant le jour de l'élection, puis les autres journaux recevront des copies des documents."
Quest_25_5,Modissa and Rollo had a chat about the Freestrider contract. Together they will send out copies of the documents to all the major newspapers in the city.,,,,"Modissa et Rollo ont discuté du contrat des Libre-Marcheurs. Ensemble, ils enverront des copies des documents à tous les grands journaux de la ville."
Quest_30_1,Esoteric Ebb,,,,Esoteric Ebb
Quest_30_2,"There's a rhythm to Jor's Realm, and you heard his voice. Find it at his closest Pillar. It reaches deep - investigate it on every level.",,,,"Il y a un rythme dans le Royaume de Jor, et vous avez entendu sa voix. Retrouvez-le à son Pilier le plus proche. Il plonge profondément : enquêtez dessus à chaque niveau."
Quest_30_3,"You meditated with the Pillar of Jor, on Pillar Street.",,,,"Vous avez médité avec le Pilier de Jor, sur Pillar Street."
Quest_30_4,You spoke with the whispers on Pillar Crossing. They are ominous to say the least.,,,,"Vous avez parlé avec les murmures de Pillar Crossing. Ils sont sinistres, c'est le moins qu'on puisse dire."
Quest_30_5,"You felt a connection with the voices inside the Pillar, down in the City Below. You saw something that shook you.",,,,"Vous avez senti une connexion avec les voix à l'intérieur du Pilier, en bas dans la Ville d'En Bas. Vous avez vu quelque chose qui vous a ébranlé."
Quest_30_6,"You investigated the bottom of the Pillar of Jor, as it disappears into the lush mounds of the Undersea Path.",,,,"Vous avez examiné le bas du Pilier de Jor, là où il disparaît dans les monticules luxuriants du Chemin sous-marin."
Quest_30_7,"Despite its dormant nature, this Pillar of Jor is highly active inside. The souls of the dead flow through it. You hear them. 

For now, that is all you will learn.",,,,"Malgré sa nature dormante, ce Pilier de Jor est très actif à l'intérieur. Les âmes des morts y circulent. Vous les entendez.

Pour l'instant, c'est tout ce que vous apprendrez."
Quest_31_1,River Take Ye,,,,Que le fleuve t'emporte
Quest_31_2,You were brought to the lichhouse by some fishermen. But how did you survive your plunge into the river?,,,,Vous avez été amené à la lichhouse par des pêcheurs. Mais comment avez-vous survécu à votre plongeon dans le fleuve ?
Quest_31_3,The merman Thalassos was the one who rescued you from the river. But he says you were dead when he dropped you off at the Lichhouse.,,,,"C'est Thalassos, l'homme-poisson, qui vous a repêché dans le fleuve. Mais il dit que vous étiez mort lorsqu'il vous a déposé à la Lichhouse."
Quest_31_4,You found the exact spot you fell into the river. The bike rack! Someone must have pushed you in.,,,,Vous avez trouvé l'endroit exact où vous êtes tombé dans le fleuve. Le râtelier à vélos ! Quelqu'un a dû vous pousser.
Quest_31_5,Visken was the one who brought you back - on behalf of Lady Sageleaf. But why?,,,,"C'est Visken qui vous a ramené à la vie, au nom de Dame Sageleaf. Mais pourquoi ?"
Quest_31_6,Lady Sageleaf heard of your demise and hired Visken to bring you back. Only because she did not want to wait for another cleric. Wow.,,,,Dame Sageleaf a appris votre décès et a engagé Visken pour vous ramener. Seulement parce qu'elle ne voulait pas attendre un autre clerc. Waouh.
Quest_31_7,"It was the teenage girl, Freydis. She killed you. And she found it very annoying that you came back from the dead. 

The whole ordeal is honestly highly embarrassing.",,,,"C'était l'adolescente, Freydis. Elle vous a tué. Et elle a trouvé très agaçant que vous reveniez d'entre les morts.

Toute cette histoire est franchement très embarrassante."
Quest_32_1,Lichhouse Blues,,,,Blues de la Lichhouse
Quest_32_2,The pale man called Visken is very suspicious. Find out what's going on in his lichhouse.,,,,L'homme pâle nommé Visken est très suspect. Découvrez ce qui se passe dans sa lichhouse.
Quest_32_3,The kobold security guard does milk runs to earn extra cash. But why?,,,,Le garde de sécurité kobold fait des tournées de lait pour gagner un peu d'argent en plus. Mais pourquoi ?
Quest_32_4,That dark knight appears to have some connection to Visken. He is very scary.,,,,Ce chevalier noir semble avoir un lien avec Visken. Il est très effrayant.
Quest_32_5,The mercenary Razz clearly works for Visken. Somehow.,,,,La mercenaire Razz travaille clairement pour Visken. D'une manière ou d'une autre.
Quest_32_6,The horrific crocolisk Kraaid seems to be working for Visken in some capacity. The pale man must be a strange fellow to have such friends...,,,,L'horrible crocolisque Kraaid semble travailler pour Visken à un certain titre. L'homme pâle doit être un drôle de type pour avoir de tels amis...
Quest_32_7,You found out Visken is a powerful undead sorcerer. A <i>LICH</i>. But what can you do about it?,,,,Vous avez découvert que Visken est un puissant sorcier mort-vivant. Une <i>LICHE</i>. Mais que pouvez-vous y faire ?
Quest_32_8,"You've found several of Visken's 'Helpers' across Tolstad. And the pale man himself must be some type of evil mastermind. You must investigate further- and you have been given a hint: visit the lichhouse after midnight. <i>Alone</i>. It might end up rough, so make sure to prepare.",,,,"Vous avez trouvé plusieurs des « Assistants » de Visken à travers Tolstad. Et l'homme pâle lui-même doit être une sorte de cerveau maléfique. Vous devez enquêter davantage, et vous avez reçu un indice : visitez la lichhouse après minuit. <i>Seul</i>. Cela pourrait mal tourner, alors préparez-vous."
Quest_32_9,"You found Visken and his pawns having a little party at the lichhouse- and he offered you a dark bargain.
",,,,"Vous avez trouvé Visken et ses pions en pleine petite fête à la lichhouse, et il vous a proposé un sombre marché."
Quest_33_1,Cult Hit,,,,Contrat cultiste
Quest_33_2,"An assassin came for your life. You survived, but the attacker got away. With no clues to go on other than an esoteric mask, you must be ready for them to return at any time.",,,,"Un assassin s'en est pris à votre vie. Vous avez survécu, mais l'agresseur s'est échappé. Sans indices autres qu'un masque ésotérique, vous devez être prêt à son retour à tout moment."
Quest_33_3,"Walking alone at night, a masked assassin came for you. Whoever it was, it sure looks culty. Since they were clearly waiting until you were alone, this is absolutely someone trying to kill you in particular.",,,,"En marchant seul la nuit, vous avez été attaqué par un assassin masqué. Qui que ce soit, ça sent franchement le culte. Puisqu'il attendait clairement que vous soyez seul, c'est absolument quelqu'un qui cherche à vous tuer vous en particulier."
Quest_33_4,"You ran into the assassin in the City Below. The masked attacker seems to have been guarding a specific secret path, leading far down...",,,,"Vous avez croisé l'assassin dans la Ville d'En Bas. L'assaillant masqué semble avoir gardé un chemin secret précis, qui mène très loin vers le bas..."
Quest_33_5,"You tracked down the assassin all the way to the Old Prison, far beneath the city. The attacker turned out to be Freydis, the daughter of Coinlord Darrow. So you had no choice but to let her go. Now to meet her patron...",,,,"Vous avez traqué l'assassin jusqu'à l'Ancienne Prison, loin sous la ville. L'assaillante s'est révélée être Freydis, la fille du Seigneur-monnayeur Darrow. Vous n'aviez donc pas d'autre choix que de la laisser partir. Maintenant, allez rencontrer son patron..."
Quest_33_6,"Delving ever deeper, you encountered a Trifler in his lair. You had a chat with him, and it appears he was the one behind the attacks- but that it's all water under the bridge now.

What are you going to do? Arrest it?",,,,"En descendant toujours plus profondément, vous avez rencontré un Trifler dans son repaire. Vous avez discuté avec lui, et il semble qu'il était derrière les attaques, mais que tout cela appartient maintenant au passé.

Qu'allez-vous faire ? L'arrêter ?"
Quest_34_1,Class Conflict,,,,Conflit de classes
Quest_34_2,"You're very opinionated. Now it's time to choose a path.

<i>Cleric. Rogue. Wizard.</i> Or something else?",,,,"Vous avez des opinions très arrêtées. Il est temps de choisir une voie.

<i>Clerc. Roublard. Magicien.</i> Ou autre chose ?"
Quest_34_3,"You've declared yourself <b>The Cleric</b> of Norvik $CLERIC times. It's a grand title, suitable for a true human cleric like yourself.",,,,"Vous vous êtes déclaré <b>Le Clerc</b> de Norvik $CLERIC fois. C'est un titre grandiose, digne d'un vrai clerc humain comme vous."
Quest_34_4,You have made it clear $ROGUE times now - you're a dick-ass rogue! And nobody can stop you from being the coolest sneaker on Tolstad.,,,,Vous l'avez clairement dit $ROGUE fois maintenant : vous êtes un roublard à la con ! Et personne ne peut vous empêcher d'être le rôdeur le plus cool de Tolstad.
Quest_34_5,"As of now, you have said, $WIZARD times, that you are a wizard. Which you are. Despite the getup, your true talent lies within the Arcane. Obviously.",,,,"À ce jour, vous avez dit $WIZARD fois que vous étiez un magicien. Ce que vous êtes. Malgré l'accoutrement, votre vrai talent se trouve dans l'Arcane. Évidemment."
Quest_34_6,"After showing your Primal attunement, you're now ready to call yourself an aspiring Druid. Time will tell if this path is in any way interesting to you... by telling folk about it, $DRUID_Choice times.",,,,"Après avoir montré votre affinité primordiale, vous êtes maintenant prêt à vous présenter comme un druide en devenir. Le temps dira si cette voie vous intéresse vraiment... en le racontant aux gens $DRUID_Choice fois."
Quest_34_7,"You've declared yourself to be a Bard. A dancing bard, supposedly. Considering your track record, you might just end up turning this into a legitimate side-thing. So far, you've told people $BARD_Choice times.",,,,"Vous vous êtes déclaré Barde. Un barde danseur, paraît-il. Vu votre parcours, vous pourriez bien finir par en faire une activité secondaire légitime. Pour l'instant, vous l'avez dit aux gens $BARD_Choice fois."
Quest_34_8,"You survived eating the Slogdog, thus learning the ways of the primal warrior. One filled with rage and unprocessed meats. Hence, you're basically already a Barbarian of Askanii. Congratulations. You've spread the word about it, $BARB_Choice times.",,,,"Vous avez survécu à l'ingestion du Slogdog, apprenant ainsi les voies du guerrier primordial. Une voie pleine de rage et de viandes non transformées. Donc, vous êtes déjà pratiquement un Barbare d'Askanii. Félicitations. Vous l'avez annoncé $BARB_Choice fois."
Quest_34_9,You have found yourself. Congratulations.,,,,Vous vous êtes trouvé. Félicitations.
Quest_35_1,Phoenix Folio,,,,Folio phénix
Quest_35_2,"After your river adventure, your old spellbook is ruined! Find a service provider who can rebind it for you.

<b>Fix your ruined spellbook, damn it!</b>",,,,"Après votre aventure fluviale, votre vieux livre de sorts est ruiné ! Trouvez un prestataire capable de vous le relier.

<b>Réparez votre livre de sorts fichu, bon sang !</b>"
Quest_35_3,"You found a bookbinder on Waterlane View. He'll fix your prayer book, but you'll have to pay 250 crowns for the job. And it'll take him till the next morning. Or rather, afternoon, since he's an owl. They seem to be nocturnal. Or maybe it's a bookbinder thing. Don't be judgmental.",,,,"Vous avez trouvé un relieur sur Waterlane View. Il réparera votre livre de prières, mais vous devrez payer 250 couronnes pour le travail. Et cela lui prendra jusqu'au lendemain matin. Ou plutôt l'après-midi, puisqu'il est hibou. Ils semblent nocturnes. Ou peut-être que c'est un truc de relieur. Ne jugez pas."
Quest_35_4,You managed to get back your prayer book - now rebound and in a shiny fresh condition. This should help a lot in memorizing spells!,,,,"Vous avez réussi à récupérer votre livre de prières, maintenant relié de nouveau et dans un bel état tout frais. Cela devrait beaucoup aider à mémoriser des sorts !"
Quest_36_1,Primal Kin,,,,Parenté primordiale
Quest_36_2,Convince Nessan to teach you primal magic. If you're so inclined.,,,,Convainquez Nessan de vous enseigner la magie primordiale. Si cela vous tente.
Quest_36_3,"You attuned to the primal Strings, proving yourself to Nessan. You are now a very newbie Druid - at least in her eyes.",,,,"Vous vous êtes accordé aux Fils primordiaux, prouvant votre valeur à Nessan. Vous êtes maintenant un druide très débutant, du moins à ses yeux."
Quest_36_4,You've saved a fungal-man on the Undercoast Path. This must certainly put you in alignment with nature.,,,,Vous avez sauvé un homme-fongus sur le Chemin de la Sous-Côte. Cela doit assurément vous mettre en harmonie avec la nature.
Quest_36_5,Nessan has invited you to a recurring druidism meetup event. This is exactly what a 27 year old man needs to make more friends.,,,,Nessan vous a invité à une rencontre récurrente de druidisme. C'est exactement ce dont un homme de 27 ans a besoin pour se faire plus d'amis.
Quest_38_1,Crypt Keeper,,,,Gardien de la crypte
Quest_38_2,"There is a powerful spellcaster named Bondevol hiding down in the crypts.

<b>You must find him.</b>",,,,"Un puissant lanceur de sorts nommé Bondevol se cache dans les cryptes.

<b>Vous devez le trouver.</b>"
Quest_38_3,"You had a lovely conversation with Bondevol, the demi-lich. He was only somewhat insane.",,,,"Vous avez eu une charmante conversation avec Bondevol, le demi-liche. Il n'était que modérément fou."
Quest_39_1,Lost Mines of Toul'Amon,,,,Les Mines perdues de Toul'Amon
Quest_39_2,"A dwarf named Akzel is looking for a legendary lost mine, somewhere in the tunnel to the southwest. But the HWBT won't allow him passage. 

Find a symbol of the sun, or lack thereof 'the shrine', then report back to him to get a reward.",,,,"Un nain nommé Akzel cherche une mine perdue légendaire, quelque part dans le tunnel au sud-ouest. Mais le HWBT ne le laissera pas passer.

Trouvez un symbole du soleil, ou son absence, « le sanctuaire », puis retournez le voir pour recevoir une récompense."
Quest_39_3,"You found an ancient cat-themed shrine, which gave you a poem.",,,,"Vous avez trouvé un ancien sanctuaire à thème félin, qui vous a donné un poème."
Quest_39_4,Akzel realized he was looking in the wrong place. But the poem seemed to have given him a clue where to search next - he invites you to join him in a couple of months for a proper expedition.,,,,Akzel a compris qu'il cherchait au mauvais endroit. Mais le poème semble lui avoir donné un indice sur la prochaine zone à fouiller. Il vous invite à le rejoindre dans quelques mois pour une vraie expédition.
Quest_40_1,Philogynistic Agenda,,,,Programme philogyne
Quest_40_2,Women. They're <i>everywhere</i>. Your worth as a man is based only on the admiration you get from them. Your goal? Get a date. A real date. Good luck.,,,,Les femmes. Elles sont <i>partout</i>. Votre valeur en tant qu'homme ne dépend que de l'admiration qu'elles vous portent. Votre objectif ? Obtenir un rendez-vous. Un vrai rendez-vous. Bonne chance.
Quest_40_3,"You managed to secure a promised date with Agent Viira, the handsome orc Freestrider! However, not until after the election. So no need to worry about that now.",,,,"Vous avez réussi à obtenir la promesse d'un rendez-vous avec l'Agente Viira, la belle orque Libre-Marcheuse ! Mais pas avant l'élection. Inutile donc de vous en inquiéter maintenant."
Quest_40_4,"Somehow, you managed to convince the celestial warrior Ettir to go on a date with you, in a couple of weeks or so. Or at least, you think that's what happened. Maybe. Great job!",,,,"D'une manière ou d'une autre, vous avez réussi à convaincre la guerrière céleste Ettir d'aller à un rendez-vous avec vous, dans quelques semaines environ. Ou du moins, vous pensez que c'est ce qui s'est passé. Peut-être. Excellent travail !"
Quest_40_5,"Moongore, the HWBT gardener/guardian, was charmed by a man in yellow. You must avenge her honor to prove your worth...",,,,"Moongore, la jardinière/gardienne du HWBT, a été charmée par un homme en jaune. Vous devez venger son honneur pour prouver votre valeur..."
Quest_40_6,"You avenged Moongore's honor and gained her respect, as a man. She agreed to go on a 'sparring match' (basically a date?) after the election. Aren't you a lucky guy!",,,,Vous avez vengé l'honneur de Moongore et gagné son respect en tant qu'homme. Elle a accepté d'aller à un « combat d'entraînement » (en gros un rendez-vous ?) après l'élection. N'êtes-vous pas un sacré veinard !
,,,,,
,,,,,
,,,,,
Quest_41_1,Essence of Inflorescence,,,,Essence d'inflorescence
Quest_41_2,"Nearly the Minstrel is the owner of a glorious head-blossom. It must be yours.

<b>Get your hands on the Flower Crown.</b>",,,,"Nearly la Ménestrelle possède une glorieuse couronne de fleurs. Elle doit être à vous.

<b>Mettez la main sur la Couronne de Fleurs.</b>"
Quest_41_3,Nearly asked you to help her get an extension on her rent- from Lady Sageleaf. Uh-oh.,,,,Nearly vous a demandé de l'aider à obtenir une prolongation de loyer auprès de Dame Sageleaf. Aïe.
Quest_41_4,You got the flower crown. Now you can wear it and feel at peace with nature.,,,,Vous avez obtenu la couronne de fleurs. Vous pouvez maintenant la porter et vous sentir en paix avec la nature.
Quest_41_5,You got the rent extension for Nearly. She was very happy. Now you can have your flower crown in wonderful and good conscience.,,,,Vous avez obtenu la prolongation de loyer pour Nearly. Elle était très heureuse. Vous pouvez maintenant recevoir votre couronne de fleurs avec une conscience merveilleusement tranquille.
Quest_42_1,Three Hundred Pieces,,,,Trois cents pièces
Quest_42_2,You encountered a corpse in the Lichhouse. It seems fresh and ready for Revivify. Though it'd cost quite a bit of money to bring him back- almost a month's rent!,,,,"Vous avez rencontré un corps dans la Lichhouse. Il semble frais et prêt pour une Revivification. Mais le ramener coûterait pas mal d'argent, presque un mois de loyer !"
Quest_42_3,"You managed to bring back the old man. He appeared mostly annoyed with you, then left without even giving you a thanks.",,,,"Vous avez réussi à ramener le vieil homme. Il a surtout semblé agacé par vous, puis il est parti sans même vous remercier."
Quest_42_4,"Turns out, the man was Rollo and Arn's father. They were contacted by him, after his resurrection, but they broke off on their own.",,,,"Il s'avère que l'homme était le père de Rollo et Arn. Ils ont été contactés par lui après sa résurrection, mais ils sont partis de leur côté."
,,,,,
Quest_43_1,An Easy Riddle,,,,Une énigme facile
Quest_43_2,"The drunk sphinx in the Drunk Sphinx has offered you another riddle: if you solve it, you will gain access to her vault. Are you up to the challenge?",,,,"Le sphinx ivre du Drunk Sphinx vous a proposé une autre énigme : si vous la résolvez, vous obtiendrez accès à son coffre. Êtes-vous à la hauteur ?"
Quest_43_3,The sphinx hints that the only way to solve her riddle is to perform some type of action. Something beyond the scope of a simple <i>dialog</i>...,,,,Le sphinx laisse entendre que la seule façon de résoudre son énigme est d'accomplir une certaine action. Quelque chose au-delà du simple <i>dialogue</i>...
Quest_43_4,"You unlocked the vault gate behind the sphinx. It was kind of easy, wasn't it? But now... what's inside?",,,,"Vous avez déverrouillé la porte du coffre derrière le sphinx. C'était plutôt facile, non ? Mais maintenant... qu'y a-t-il à l'intérieur ?"
Quest_43_5,"You received the Deck of Many Things inside the vault. Interesting, huh? Maybe you should draw a card or two. Or maybe not.",,,,"Vous avez recu le Jeu de cartes merveilleuses dans le coffre. Interessant, hein ? Peut-etre devriez-vous tirer une carte ou deux. Ou peut-etre pas."
,,,,,
Quest_44_1,The Lost 6th Edition,,,,La 6e édition perdue
Quest_44_2,"Sch. Snurre Appledent has tasked you with retrieving a rare copy of Cividix's <i>Book of the Mind</i>, which is supposedly found somewhere in the dungeons in  the City Below.",,,,"Sch. Snurre Appledent vous a chargé de récupérer un rare exemplaire du <i>Livre de l'Esprit</i> de Cividix, qui se trouverait quelque part dans les donjons de la Ville d'En Bas."
Quest_44_3,You encountered the Living Library and retrieved this rare book from its shelves. It is a powerful magical tome- but Snurre will let you keep it. He just wants to copy the foreword.,,,,"Vous avez rencontré la Bibliothèque Vivante et récupéré ce livre rare sur ses étagères. C'est un puissant tome magique, mais Snurre vous laissera le garder. Il veut simplement copier l'avant-propos."
Quest_44_4,"As Snurre attempted to copy the foreword, the esoterically summoned spirit of Cividix himself became near corporeal. But you handled it. You got a bit possessed, but you handled it, allowing him to both copy the foreword and gain great insight into the secrets of Cividix.",,,,"Alors que Snurre tentait de copier l'avant-propos, l'esprit de Cividix lui-même, invoqué ésotériquement, est devenu presque corporel. Mais vous avez géré. Vous avez été un peu possédé, mais vous avez géré, ce qui lui a permis de copier l'avant-propos et d'acquérir une grande compréhension des secrets de Cividix."
Quest_44_5,"As Snurre attempted to copy the foreword, the esoterically summoned spirit of Cividix himself became near corporeal, possessing Snurre in the process. He got exorcised in the end, and managed to both copy the foreword and gain great insight into the secrets of Cividix.",,,,"Alors que Snurre tentait de copier l'avant-propos, l'esprit de Cividix lui-même, invoqué ésotériquement, est devenu presque corporel, possédant Snurre dans le processus. Il a fini par être exorcisé, et a réussi à copier l'avant-propos tout en acquérant une grande compréhension des secrets de Cividix."
