ID,ENGLISH,GERMAN,FRENCH
IP_GOUR_15,"Getting close enough to strike the sleeping monster would be difficult. However, it would allow you to strike a decisive blow.","T'approcher assez près pour frapper le monstre endormi serait difficile. Cependant, cela te permettrait de porter un coup décisif.","T'approcher assez près pour frapper le monstre endormi serait difficile. Cependant, cela te permettrait de porter un coup décisif."
IP_GOUR_20,"It is time to redeem yourself. Over twenty years have passed since that fateful day. Now... prove yourself. Show the world...

You have TROLLKILLER blood in your veins.",Il est temps de te racheter. Plus de vingt ans ont passé depuis ce jour fatidique. Maintenant... prouve ta valeur. Montre au monde... que tu as du sang de TUEUR DE TROLL dans les veines.,Il est temps de te racheter. Plus de vingt ans ont passé depuis ce jour fatidique. Maintenant... prouve ta valeur. Montre au monde... que tu as du sang de TUEUR DE TROLL dans les veines.
IP_ISK_2_INT,"This is an ancient snail, from another time.",C'est un ancien escargot venu d'un autre temps.,C'est un ancien escargot venu d'un autre temps.
IP_ISK_8,"An interesting fellow. An incredible knowledge, but held within a culture of the Beasts of Jor- complete barbarians. Fascinating. You must, in any case, study this creature.","Individu intéressant. Un savoir incroyable, mais contenu dans une culture des Bêtes de Jor, des barbares complets. Fascinant. Dans tous les cas, tu dois étudier cette créature.","Individu intéressant. Un savoir incroyable, mais contenu dans une culture des Bêtes de Jor, des barbares complets. Fascinant. Dans tous les cas, tu dois étudier cette créature."
IP_ISK_15,The esoteric mastery at play here is beyond anything you have ever encountered. Keep in contact with this snail. It will be of great service in the future.,La maîtrise ésotérique à l'oeuvre ici dépasse tout ce que tu as jamais rencontré. Reste en contact avec cet escargot. Il rendra de grands services à l'avenir.,La maîtrise ésotérique à l'oeuvre ici dépasse tout ce que tu as jamais rencontré. Reste en contact avec cet escargot. Il rendra de grands services à l'avenir.
IP_ISK_20,"His goal will be completed in time. However, before then you are certain he will break many taboos of the Era. This is the type of man, not too unlike the more sophisticated Arcanists, who will break reality and rewrite Jor's rules, all in an attempt to get the final say.","Son objectif sera accompli avec le temps. Toutefois, avant cela, tu es certain qu'il brisera bien des tabous de l'Ère. C'est le genre d'homme, pas si différent des arcanistes les plus sophistiqués, qui brisera la réalité et réécrira les règles de Jor, tout cela pour avoir le dernier mot.","Son objectif sera accompli avec le temps. Toutefois, avant cela, tu es certain qu'il brisera bien des tabous de l'Ère. C'est le genre d'homme, pas si différent des arcanistes les plus sophistiqués, qui brisera la réalité et réécrira les règles de Jor, tout cela pour avoir le dernier mot."
IP_IVCX_5_WIS,"The light blinds you. Even among celestials, this creature is powerful.","La lumière t'aveugle. Même parmi les célestes, cette créature est puissante.","La lumière t'aveugle. Même parmi les célestes, cette créature est puissante."
IP_IVCX_10,"It seems out of place. Why would an ambassador of the Golden Horde be here? Why would this creature, of such great and bright force, even be here?

It doesn't make any sense.","Elle semble déplacée. Pourquoi un ambassadeur de la Horde dorée serait-il ici ? Pourquoi cette créature, d'une force si grande et si éclatante, serait-elle ici tout court ? Ça n'a aucun sens.","Elle semble déplacée. Pourquoi un ambassadeur de la Horde dorée serait-il ici ? Pourquoi cette créature, d'une force si grande et si éclatante, serait-elle ici tout court ? Ça n'a aucun sens."
IP_IVCX_15,"Antesepalian. A creature who was ancient before this world was created. What stands before you is no ambassador- this is a close servant of an outer Power. That is why your body recoils, even when the light appears to signal nothing but <i>BE NOT AFRAID</i> to your senses.","Antesépalian. Une créature qui était ancienne avant même la création de ce monde. Ce qui se tient devant toi n'est pas un ambassadeur : c'est un proche serviteur d'une Puissance extérieure. Voilà pourquoi ton corps se rétracte, même quand la lumière semble ne signaler à tes sens que <i>N'AIE PAS PEUR</i>.","Antesépalian. Une créature qui était ancienne avant même la création de ce monde. Ce qui se tient devant toi n'est pas un ambassadeur : c'est un proche serviteur d'une Puissance extérieure. Voilà pourquoi ton corps se rétracte, même quand la lumière semble ne signaler à tes sens que <i>N'AIE PAS PEUR</i>."
IP_IVCX_20,"In its prime, it held closer resemblance to our walking gods than any angel of the Horde. Why is it reduced to <i>your</i> material level, here in your city?

What a strange world you live in, to get a chance to have a civil conversation with it.","À son apogée, elle ressemblait davantage à nos dieux marchants qu'à n'importe quel ange de la Horde. Pourquoi est-elle réduite à <i>ton</i> niveau matériel, ici, dans ta ville ? Quel monde étrange que le tien, où tu as l'occasion d'avoir une conversation civilisée avec elle.","À son apogée, elle ressemblait davantage à nos dieux marchants qu'à n'importe quel ange de la Horde. Pourquoi est-elle réduite à <i>ton</i> niveau matériel, ici, dans ta ville ? Quel monde étrange que le tien, où tu as l'occasion d'avoir une conversation civilisée avec elle."
IP_JEHANNE_5_CHA,"A halfling. One of many who lives in Norvik, especially after the Golden Line.","Une halfeline. L'une des nombreuses qui vivent à Norvik, surtout depuis la Ligne dorée.","Une halfeline. L'une des nombreuses qui vivent à Norvik, surtout depuis la Ligne dorée."
IP_JEHANNE_10,"She is a hard worker, one of few talents but much heartiness. Support her in her struggle against capital.","C'est une travailleuse acharnée, dotée de peu de talents mais de beaucoup de coeur. Soutiens-la dans sa lutte contre le capital.","C'est une travailleuse acharnée, dotée de peu de talents mais de beaucoup de coeur. Soutiens-la dans sa lutte contre le capital."
IP_JEHANNE_15,"A boot. That is what she rages against. Not in the activist sense, but in the sense of an ever changing daily grueling toil. Our work never ends.","Une botte. Voilà ce contre quoi elle rage. Pas au sens militant, mais au sens d'un labeur quotidien, changeant et épuisant. Notre travail ne s'arrête jamais.","Une botte. Voilà ce contre quoi elle rage. Pas au sens militant, mais au sens d'un labeur quotidien, changeant et épuisant. Notre travail ne s'arrête jamais."
IP_JEHANNE_20,"She would prefer to not be engaged in all this messiness. Alas, how else will she keep her wage up? How else will she survive in a world where food gets more expensive while the point of Material Break comes closer by the hour?","Elle préférerait ne pas être mêlée à tout ce bazar. Hélas, comment pourrait-elle autrement maintenir son salaire ? Comment survivrait-elle dans un monde où la nourriture devient plus chère tandis que le point de Rupture matérielle approche d'heure en heure ?","Elle préférerait ne pas être mêlée à tout ce bazar. Hélas, comment pourrait-elle autrement maintenir son salaire ? Comment survivrait-elle dans un monde où la nourriture devient plus chère tandis que le point de Rupture matérielle approche d'heure en heure ?"
IP_KRAAID_5_CON,"A mad flesh-eating Beast of Jor from the swamps of Hae'Xi. Why he hasn't eaten you yet, you do not know.","Une Bête de Jor folle et mangeuse de chair venue des marais de Hae'Xi. Pourquoi il ne t'a pas encore dévoré, tu l'ignores.","Une Bête de Jor folle et mangeuse de chair venue des marais de Hae'Xi. Pourquoi il ne t'a pas encore dévoré, tu l'ignores."
IP_KRAAID_10,"A masterful chef. His passion is cooking. Fried, stewed, pickled, boiled. Kraaid knows all - and his palette is expansive. You included.","Un chef magistral. Sa passion, c'est la cuisine. Frire, mijoter, mariner, bouillir. Kraaid connaît tout, et son palais est vaste. Toi inclus.","Un chef magistral. Sa passion, c'est la cuisine. Frire, mijoter, mariner, bouillir. Kraaid connaît tout, et son palais est vaste. Toi inclus."
IP_KRAAID_15,"His restraint is not from etiquette nor kindness. This is a monster, spawned from generations of hunters infected, inflicted, by the RED MIST of the Tree of the Spiral - HAGS. HAGS MADE HIM. HE IS BIRTHED FROM EVIL.","Sa retenue ne vient ni de l'étiquette ni de la bonté. C'est un monstre, issu de générations de chasseurs infectés, infligés, par la BRUME ROUGE de l'Arbre de la Spirale : DES GUENAUDES. DES GUENAUDES L'ONT FAIT. IL EST NÉ DU MAL.","Sa retenue ne vient ni de l'étiquette ni de la bonté. C'est un monstre, issu de générations de chasseurs infectés, infligés, par la BRUME ROUGE de l'Arbre de la Spirale : DES GUENAUDES. DES GUENAUDES L'ONT FAIT. IL EST NÉ DU MAL."
IP_KRAAID_20,"Despite his nature, above all he follows his instinct. Currently, it speaks: FOLLOW THE WIZARD. IT WILL GRANT PASSAGE TO GREATER HUNTS. Those rumblings... they keep your flesh from being CONSUMED.","Malgré sa nature, il suit avant tout son instinct. En ce moment, il dit : SUIS LE MAGICIEN. IL OUVRIRA LA VOIE VERS DE PLUS GRANDES CHASSES. Ces grondements... ils empêchent ta chair d'être CONSUMÉE.","Malgré sa nature, il suit avant tout son instinct. En ce moment, il dit : SUIS LE MAGICIEN. IL OUVRIRA LA VOIE VERS DE PLUS GRANDES CHASSES. Ces grondements... ils empêchent ta chair d'être CONSUMÉE."
IP_KULL_5_CON,It is an elf.,C'est un elfe.,C'est un elfe.
IP_KULL_10,An elf of Illym. His eyes are dark with the knowledge of your doing.,Un elfe d'Illym. Ses yeux sont sombres du savoir de ce que tu as fait.,Un elfe d'Illym. Ses yeux sont sombres du savoir de ce que tu as fait.
IP_KULL_15,"This Illym servant, this spy, this Warden of Outreach - he is but a tendril of his masters. But not so efficient nor successfully scheming as you might imagine. No, they are nowhere near the might of their peak. Illym is dead. This is an avatar of her decaying corpse.","Ce serviteur d'Illym, cet espion, ce Gardien du Rayonnement, n'est qu'un tentacule de ses maîtres. Mais pas aussi efficace ni aussi habile en complots que tu pourrais l'imaginer. Non, ils sont loin de la puissance de leur apogée. Illym est morte. Celui-ci est un avatar de son cadavre en décomposition.","Ce serviteur d'Illym, cet espion, ce Gardien du Rayonnement, n'est qu'un tentacule de ses maîtres. Mais pas aussi efficace ni aussi habile en complots que tu pourrais l'imaginer. Non, ils sont loin de la puissance de leur apogée. Illym est morte. Celui-ci est un avatar de son cadavre en décomposition."
IP_KULL_20,He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie.,Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira.,Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira.
IP_LISA_5_WIS,"Birthed through the evil means of esoteric reproduction, this- this is a hag.","Née par les moyens maléfiques de la reproduction ésotérique, cette... ceci est une guenaude.","Née par les moyens maléfiques de la reproduction ésotérique, cette... ceci est une guenaude."
IP_LISA_10,"A hagling in fact. Not quite so horrible and foul as a true hag, but that is not always a betterment. If anything, they might even end up in more positions of power due to their nature not being so completely evil.","Une jeune guenaude, en fait. Pas tout à fait aussi horrible et immonde qu'une vraie guenaude, mais ce n'est pas toujours une amélioration. À vrai dire, elles peuvent même finir dans davantage de positions de pouvoir précisément parce que leur nature n'est pas si complètement mauvaise.","Une jeune guenaude, en fait. Pas tout à fait aussi horrible et immonde qu'une vraie guenaude, mais ce n'est pas toujours une amélioration. À vrai dire, elles peuvent même finir dans davantage de positions de pouvoir précisément parce que leur nature n'est pas si complètement mauvaise."
IP_LISA_15,This one has lived a wild life. You can see it in her eyes- the years spent in service. The dream of a greater life. The bodies left in her wake. This hagling has nothing but a desperate love for life and freedom at this point. Let her have it.,"Celle-ci a eu une vie sauvage. Tu le vois dans ses yeux : les années passées en service. Le rêve d'une vie plus grande. Les corps laissés dans son sillage. À ce stade, cette jeune guenaude n'a plus qu'un amour désespéré de la vie et de la liberté. Laisse-la l'avoir.","Celle-ci a eu une vie sauvage. Tu le vois dans ses yeux : les années passées en service. Le rêve d'une vie plus grande. Les corps laissés dans son sillage. À ce stade, cette jeune guenaude n'a plus qu'un amour désespéré de la vie et de la liberté. Laisse-la l'avoir."
IP_LISA_20,"She is afraid. Deathly afraid- scared her new life is being ruined by circumstance. She hides it well, but you know it. She would destroy you if she had to. To protect her freelancing career.","Elle a peur. Mortellement peur, terrifiée que sa nouvelle vie soit ruinée par les circonstances. Elle le cache bien, mais tu le sais. Elle te détruirait s'il le fallait. Pour protéger sa carrière d'indépendante.","Elle a peur. Mortellement peur, terrifiée que sa nouvelle vie soit ruinée par les circonstances. Elle le cache bien, mais tu le sais. Elle te détruirait s'il le fallait. Pour protéger sa carrière d'indépendante."
IP_MASKED_5_CON,Uh oh.,Oh oh.,Oh oh.
IP_MASKED_10,Dread.,Effroi.,Effroi.
IP_MASKED_15,"With death on the line, the dagger is meant for your heart.","Quand la mort est en jeu, la dague vise ton coeur.","Quand la mort est en jeu, la dague vise ton coeur."
IP_MASKED_20,What do you think she wants? The thing in the pipes is listening. The foolish thing. Its mistake will lead you down many frays. Care for your step.,Que crois-tu qu'elle veuille ? La chose dans les tuyaux écoute. La chose idiote. Son erreur te mènera sur bien des effilochures. Fais attention où tu mets les pieds.,Que crois-tu qu'elle veuille ? La chose dans les tuyaux écoute. La chose idiote. Son erreur te mènera sur bien des effilochures. Fais attention où tu mets les pieds.
IP_MERI_5_DEX,A true Freestrider!,Un vrai Libre-Marcheur !,Un vrai Libre-Marcheur !
IP_MERI_10,"He's famous. Known along any metropolitan square, mansion, and/or ballroom across the Coast. The type of guy who's leveraged the changing world, and its new popularized technology, to gain a hell of a lot of staying power.","Il est célèbre. Connu dans toutes les places métropolitaines, manoirs et/ou salles de bal de la Côte. Le genre de type qui a su tirer parti du monde changeant, et de sa nouvelle technologie popularisée, pour gagner une sacrée capacité à durer.","Il est célèbre. Connu dans toutes les places métropolitaines, manoirs et/ou salles de bal de la Côte. Le genre de type qui a su tirer parti du monde changeant, et de sa nouvelle technologie popularisée, pour gagner une sacrée capacité à durer."
IP_MERI_15,"But he's also old money. That certainly didn't hurt. So not as impressive as the scrappy underdog story would have you believe, but still pretty impressive. Honestly, for a blue-blood with Arcanist-ties to even survive the revolution is a feat of its own- but to flourish? That's true talent.","Mais c'est aussi de la vieille fortune. Ça n'a certainement pas nui. Donc pas aussi impressionnant que l'histoire du petit outsider courageux voudrait le faire croire, mais quand même assez impressionnant. Honnêtement, pour un sang bleu lié aux arcanistes, survivre à la révolution est déjà un exploit ; mais prospérer ? Ça, c'est du vrai talent.","Mais c'est aussi de la vieille fortune. Ça n'a certainement pas nui. Donc pas aussi impressionnant que l'histoire du petit outsider courageux voudrait le faire croire, mais quand même assez impressionnant. Honnêtement, pour un sang bleu lié aux arcanistes, survivre à la révolution est déjà un exploit ; mais prospérer ? Ça, c'est du vrai talent."
IP_MERI_20,"His smile is wide. His mouth never stops its fellating of the new age. That is where his interest lies- his betting and investment of the Age of Crowds. But populism has its weakness. The main one being, you gotta stay close to the people. Meriadoc seems to keep that knowledge close to heart.","Son sourire est large. Sa bouche ne cesse de flatter le nouvel âge avec une ardeur obscène. C'est là que se trouve son intérêt : son pari et son investissement dans l'Âge des Foules. Mais le populisme a ses faiblesses. La principale, c'est qu'il faut rester proche du peuple. Meriadoc semble garder ce savoir bien près du coeur.","Son sourire est large. Sa bouche ne cesse de flatter le nouvel âge avec une ardeur obscène. C'est là que se trouve son intérêt : son pari et son investissement dans l'Âge des Foules. Mais le populisme a ses faiblesses. La principale, c'est qu'il faut rester proche du peuple. Meriadoc semble garder ce savoir bien près du coeur."
IP_MISKA_5_WIS,Something is very wrong.,Quelque chose cloche terriblement.,Quelque chose cloche terriblement.
IP_MISKA_10,Her eyes are striking. Striking your SOUL. Hold on to that feeling or you will be consumed.,Ses yeux sont saisissants. Ils frappent ton ÂME. Accroche-toi à cette sensation ou tu seras consumé.,Ses yeux sont saisissants. Ils frappent ton ÂME. Accroche-toi à cette sensation ou tu seras consumé.
IP_MISKA_15,She wields power you could only dream of. Yet her actions betray her nature. Evil? Good? Is selfishness for one's own tribe the defining trait?,Elle manie un pouvoir dont tu ne pourrais que rêver. Pourtant ses actions trahissent sa nature. Mauvaise ? Bonne ? L'égoïsme envers sa propre tribu est-il le trait déterminant ?,Elle manie un pouvoir dont tu ne pourrais que rêver. Pourtant ses actions trahissent sa nature. Mauvaise ? Bonne ? L'égoïsme envers sa propre tribu est-il le trait déterminant ?
IP_MISKA_20,"This creature is no goblin. Though her desire lies heavily invested within this tribe, she is far older, and far more dangerous than all these servants of hers combined.","Cette créature n'est pas une gobeline. Même si son désir est lourdement investi dans cette tribu, elle est bien plus vieille et bien plus dangereuse que tous ses serviteurs réunis.","Cette créature n'est pas une gobeline. Même si son désir est lourdement investi dans cette tribu, elle est bien plus vieille et bien plus dangereuse que tous ses serviteurs réunis."
IP_MISKA_25,She knows well the flames of Esuth. <i>Why is she here?</i>,Elle connaît bien les flammes d'Esuth. <i>Pourquoi est-elle ici ?</i>,Elle connaît bien les flammes d'Esuth. <i>Pourquoi est-elle ici ?</i>
IP_MISKA_30,You see through her. Her goals. Her scheme. Is it so simple? Does she simply... love them?,"Tu vois à travers elle. Ses objectifs. Son stratagème. Est-ce si simple ? Est-ce qu'elle les... aime, tout simplement ?","Tu vois à travers elle. Ses objectifs. Son stratagème. Est-ce si simple ? Est-ce qu'elle les... aime, tout simplement ?"
IP_MODISSA_5_WIS,"A girl on a mission. She's out to fight for the green, no matter the battle.","Une fille en mission. Elle est partie se battre pour le vert, quelle que soit la bataille.","Une fille en mission. Elle est partie se battre pour le vert, quelle que soit la bataille."
IP_MODISSA_10,Her brash exterior is no fakery. It is her heart worn on each of her sleeves.,Sa façade brusque n'est pas feinte. C'est son coeur porté sur chacune de ses manches.,Sa façade brusque n'est pas feinte. C'est son coeur porté sur chacune de ses manches.
IP_MODISSA_15,"Responsibility. That is the weight she feels weighing upon her shoulders. Modissa does not see herself, her EGO, as having any greater meaning. Rather, that meaning has been transposed from others. Her mentor. Her friends. But most importantly, her ideology.","Responsabilité. Voilà le poids qu'elle sent peser sur ses épaules. Modissa ne voit pas son propre EGO comme ayant une signification supérieure. Cette signification a plutôt été transposée depuis les autres. Son mentor. Ses amis. Mais surtout, son idéologie.","Responsabilité. Voilà le poids qu'elle sent peser sur ses épaules. Modissa ne voit pas son propre EGO comme ayant une signification supérieure. Cette signification a plutôt été transposée depuis les autres. Son mentor. Ses amis. Mais surtout, son idéologie."
IP_MODISSA_23,"She does not believe in Azgalism. Not truly. For she happens to be one of those people who does not see any rules upon the urban sprawl and cultural battlefields as worthy of respect. She does not believe anything can be pinned down into an ideology. That belief itself, that is her true ideology. Even if she does not know it yet.","Elle ne croit pas à l'azgalisme. Pas vraiment. Car elle se trouve être de ces gens qui ne voient aucune règle, dans l'étalement urbain et les champs de bataille culturels, comme digne de respect. Elle ne croit pas que quoi que ce soit puisse être épinglé dans une idéologie. Cette croyance elle-même, voilà sa vraie idéologie. Même si elle ne le sait pas encore.","Elle ne croit pas à l'azgalisme. Pas vraiment. Car elle se trouve être de ces gens qui ne voient aucune règle, dans l'étalement urbain et les champs de bataille culturels, comme digne de respect. Elle ne croit pas que quoi que ce soit puisse être épinglé dans une idéologie. Cette croyance elle-même, voilà sa vraie idéologie. Même si elle ne le sait pas encore."
IP_MOONGORE_5_STR,"A brute, a beast, and a warrior. She could break you easily.","Une brute, une bête et une guerrière. Elle pourrait te briser facilement.","Une brute, une bête et une guerrière. Elle pourrait te briser facilement."
IP_MOONGORE_10,"Loyalty is a fickle thing. Hers lies with the Halfways, for sake of coin and shelter. But also something else, something more ethereal.","La loyauté est une chose capricieuse. La sienne va aux Halfways, pour l'argent et l'abri. Mais aussi pour autre chose, quelque chose de plus éthéré.","La loyauté est une chose capricieuse. La sienne va aux Halfways, pour l'argent et l'abri. Mais aussi pour autre chose, quelque chose de plus éthéré."
IP_MOONGORE_15,"Ogres. Hobgoblins. Ettins. Trolls. The bugbear stands among them all as the chargers of the Askanii wilds. You have heard of their kind finding a place within civilized society, as mercenaries and guards. Moongore is a cliche.","Ogres. Hobgobelins. Ettins. Trolls. Le bugbear se tient parmi eux tous comme l'un des chargeurs des terres sauvages d'Askanii. Tu as entendu parler des siens trouvant leur place dans la société civilisée, comme mercenaires et gardes. Moongore est un cliché.","Ogres. Hobgobelins. Ettins. Trolls. Le bugbear se tient parmi eux tous comme l'un des chargeurs des terres sauvages d'Askanii. Tu as entendu parler des siens trouvant leur place dans la société civilisée, comme mercenaires et gardes. Moongore est un cliché."
IP_MOONGORE_20,"What else is there to her? She loves violence. She loves power. She craves the thrill. This is a toxic woman through and through. 

...Perhaps you should get to know her better.",Qu'y a-t-il d'autre chez elle ? Elle aime la violence. Elle aime le pouvoir. Elle recherche le frisson. Cette femme est toxique de bout en bout. ...Peut-être devrais-tu apprendre à mieux la connaître.,Qu'y a-t-il d'autre chez elle ? Elle aime la violence. Elle aime le pouvoir. Elle recherche le frisson. Cette femme est toxique de bout en bout. ...Peut-être devrais-tu apprendre à mieux la connaître.
IP_NEARLY_5_WIS,Another goblin. This one is looking to escape.,Encore une gobeline. Celle-ci cherche à s'échapper.,Encore une gobeline. Celle-ci cherche à s'échapper.
IP_NEARLY_10,"She works hard. But only in ways that improve her craft, her passion.","Elle travaille dur. Mais seulement de manières qui améliorent son art, sa passion.","Elle travaille dur. Mais seulement de manières qui améliorent son art, sa passion."
IP_NEARLY_15,She does not care for politics or the world at large. Yet she tries to uphold a sense of understanding in order to further her art.,"Elle ne se soucie pas de la politique ni du monde en général. Pourtant, elle tente de maintenir une forme de compréhension afin de faire avancer son art.","Elle ne se soucie pas de la politique ni du monde en général. Pourtant, elle tente de maintenir une forme de compréhension afin de faire avancer son art."
IP_NEARLY_20,"The goblin plays for herself. She seeks not glory, only to support herself with her craft. It seems to not have gone too well so far.","La gobeline joue pour elle-même. Elle ne cherche pas la gloire, seulement à subvenir à ses besoins par son art. Jusqu'ici, cela ne semble pas avoir très bien marché.","La gobeline joue pour elle-même. Elle ne cherche pas la gloire, seulement à subvenir à ses besoins par son art. Jusqu'ici, cela ne semble pas avoir très bien marché."
IP_NESSAN_5_WIS,Unbothered. Moisturized. Happy. In her lane.,Imperturbable. Hydratée. Heureuse. Dans son élément.,Imperturbable. Hydratée. Heureuse. Dans son élément.
IP_NESSAN_10,"She is focused on her work. But she does not seek strife. She will help you, if you do not pose a threat.","Elle est concentrée sur son travail. Mais elle ne cherche pas le conflit. Elle t'aidera, si tu ne représentes pas une menace.","Elle est concentrée sur son travail. Mais elle ne cherche pas le conflit. Elle t'aidera, si tu ne représentes pas une menace."
IP_NESSAN_15,"Her knowledge goes deep, far below the city. Learn from her, and her loneliness.","Son savoir descend loin, bien sous la ville. Apprends d'elle, et de sa solitude.","Son savoir descend loin, bien sous la ville. Apprends d'elle, et de sa solitude."
IP_NESSAN_20,"This elf is seeking an escape. Why else be *here*, of all places? Her matriarch. Yes. This woman is in trouble. Just like you.","Cette elfe cherche une échappatoire. Pourquoi serait-elle ici, parmi tous les endroits possibles ? Sa matriarche. Oui. Cette femme a des ennuis. Comme toi.","Cette elfe cherche une échappatoire. Pourquoi serait-elle ici, parmi tous les endroits possibles ? Sa matriarche. Oui. Cette femme a des ennuis. Comme toi."
IP_OLZIS_5_WIS,"Thousands of years, spent guarding a hole in reality. Remember: her perception is beyond your ability to conceive. For her, a day is a fleeting moment. Unless you make it memorable.","Des milliers d'années passées à garder un trou dans la réalité. Souviens-toi : sa perception dépasse ta capacité à concevoir. Pour elle, un jour n'est qu'un instant fugitif. À moins que tu le rendes mémorable.","Des milliers d'années passées à garder un trou dans la réalité. Souviens-toi : sa perception dépasse ta capacité à concevoir. Pour elle, un jour n'est qu'un instant fugitif. À moins que tu le rendes mémorable."
IP_OLZIS_10,A gynosphinx giving out riddles. A woman searching for something - anything - even remotely interesting about these scurrying mortals. Why else allow them into her lair like this?,"Une gynosphinx qui pose des énigmes. Une femme cherchant quelque chose, n'importe quoi, qui soit même vaguement intéressant chez ces mortels qui s'agitent. Pourquoi sinon les laisser entrer dans son antre ainsi ?","Une gynosphinx qui pose des énigmes. Une femme cherchant quelque chose, n'importe quoi, qui soit même vaguement intéressant chez ces mortels qui s'agitent. Pourquoi sinon les laisser entrer dans son antre ainsi ?"
IP_OLZIS_15,"She is not being exploited. Whatever deal she struck with the tavernkeep, this Beast of Jor could break it at any moment. None of them hold any power over her. Yet she cannot leave.","Elle n'est pas exploitée. Quel que soit l'accord qu'elle a conclu avec la tavernière, cette Bête de Jor pourrait le briser à tout moment. Aucun d'eux n'a le moindre pouvoir sur elle. Pourtant, elle ne peut pas partir.","Elle n'est pas exploitée. Quel que soit l'accord qu'elle a conclu avec la tavernière, cette Bête de Jor pourrait le briser à tout moment. Aucun d'eux n'a le moindre pouvoir sur elle. Pourtant, elle ne peut pas partir."
IP_OLZIS_20,"Resentment. Anyone sane, with even a sliver of mortal understanding, would feel resentment after being stuck in one spot for millennia. Olzis, this o-so powerful creature, feels a hint of resentment towards her masters. Perhaps that is why she entertains this fleeting moment.","Ressentiment. Toute personne saine, avec ne serait-ce qu'un éclat de compréhension mortelle, éprouverait du ressentiment après être restée coincée au même endroit pendant des millénaires. Olzis, cette créature ô combien puissante, ressent une pointe de ressentiment envers ses maîtres. Peut-être est-ce pour cela qu'elle divertit cet instant fugitif.","Ressentiment. Toute personne saine, avec ne serait-ce qu'un éclat de compréhension mortelle, éprouverait du ressentiment après être restée coincée au même endroit pendant des millénaires. Olzis, cette créature ô combien puissante, ressent une pointe de ressentiment envers ses maîtres. Peut-être est-ce pour cela qu'elle divertit cet instant fugitif."
IP_OST_5_DEX,This one is quite hostile. Stay on your feet!,Celui-ci est plutôt hostile. Reste sur tes gardes !,Celui-ci est plutôt hostile. Reste sur tes gardes !
IP_OST_10,His expressionless eyes seem to keep watch at all times. He's obviously determining where to strike for you to die as quickly as possible. How humane.,Ses yeux sans expression semblent surveiller en permanence. Il détermine clairement où frapper pour que tu meures aussi vite que possible. Comme c'est humain.,Ses yeux sans expression semblent surveiller en permanence. Il détermine clairement où frapper pour que tu meures aussi vite que possible. Comme c'est humain.
IP_OST_15,Usually kobolds are only dangerous in large numbers. This one appears extremely deadly on his own. Beware.,"En général, les kobolds ne sont dangereux qu'en grand nombre. Celui-ci semble extrêmement mortel à lui seul. Prudence.","En général, les kobolds ne sont dangereux qu'en grand nombre. Celui-ci semble extrêmement mortel à lui seul. Prudence."
IP_OST_20,There's something deeper in his connection to his master. This kobold holds the pale man as a 'highest possible value'. Literally his personal god.,Il y a quelque chose de plus profond dans son lien avec son maître. Ce kobold tient l'homme pâle pour sa « valeur suprême possible ». Littéralement son dieu personnel.,Il y a quelque chose de plus profond dans son lien avec son maître. Ce kobold tient l'homme pâle pour sa « valeur suprême possible ». Littéralement son dieu personnel.
IP_OYU_5_DEX,"A skilled merchant. Businesswoman. Halfling entrepreneur. Man, you could learn a shit-ton from someone like her.","Une marchande compétente. Femme d'affaires. Entrepreneuse halfeline. Bon sang, tu pourrais apprendre une tonne de choses de quelqu'un comme elle.","Une marchande compétente. Femme d'affaires. Entrepreneuse halfeline. Bon sang, tu pourrais apprendre une tonne de choses de quelqu'un comme elle."
IP_OYU_10,"Her goods are procured from all over the Coast. Her goal: the journey itself. And, of course, to herald the power of Capital. She's damn good at it.","Ses marchandises viennent de toute la Côte. Son but : le voyage lui-même. Et, bien sûr, proclamer le pouvoir du Capital. Elle est foutrement douée pour ça.","Ses marchandises viennent de toute la Côte. Son but : le voyage lui-même. Et, bien sûr, proclamer le pouvoir du Capital. Elle est foutrement douée pour ça."
