ID,ENGLISH,GERMAN,FRENCH
IP_KULL_15,"Ce serviteur d'Illym, cet espion, ce Gardien du Rayonnement, n'est qu'un tentacule de ses maîtres. Mais pas aussi efficace ni aussi habile en complots que tu pourrais l'imaginer. Non, ils sont loin de la puissance de leur apogée. Illym est morte. Celui-ci est un avatar de son cadavre en décomposition.",,"Ce serviteur d'Illym, cet espion, ce Gardien du Rayonnement, n'est qu'un tentacule de ses maîtres. Mais pas aussi efficace ni aussi habile en complots que tu pourrais l'imaginer. Non, ils sont loin de la puissance de leur apogée. Illym est morte. Celui-ci est un avatar de son cadavre en décomposition."
IP_KULL_20,Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira.,,Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira. Il mentira.
IP_LISA_5_WIS,"Née par les moyens maléfiques de la reproduction ésotérique, cette... ceci est une guenaude.",,"Née par les moyens maléfiques de la reproduction ésotérique, cette... ceci est une guenaude."
IP_LISA_10,"Une jeune guenaude, en fait. Pas tout à fait aussi horrible et immonde qu'une vraie guenaude, mais ce n'est pas toujours une amélioration. À vrai dire, elles peuvent même finir dans davantage de positions de pouvoir précisément parce que leur nature n'est pas si complètement mauvaise.",,"Une jeune guenaude, en fait. Pas tout à fait aussi horrible et immonde qu'une vraie guenaude, mais ce n'est pas toujours une amélioration. À vrai dire, elles peuvent même finir dans davantage de positions de pouvoir précisément parce que leur nature n'est pas si complètement mauvaise."
IP_LISA_15,"Celle-ci a eu une vie sauvage. Tu le vois dans ses yeux : les années passées en service. Le rêve d'une vie plus grande. Les corps laissés dans son sillage. À ce stade, cette jeune guenaude n'a plus qu'un amour désespéré de la vie et de la liberté. Laisse-la l'avoir.",,"Celle-ci a eu une vie sauvage. Tu le vois dans ses yeux : les années passées en service. Le rêve d'une vie plus grande. Les corps laissés dans son sillage. À ce stade, cette jeune guenaude n'a plus qu'un amour désespéré de la vie et de la liberté. Laisse-la l'avoir."
IP_LISA_20,"Elle a peur. Mortellement peur, terrifiée que sa nouvelle vie soit ruinée par les circonstances. Elle le cache bien, mais tu le sais. Elle te détruirait s'il le fallait. Pour protéger sa carrière d'indépendante.",,"Elle a peur. Mortellement peur, terrifiée que sa nouvelle vie soit ruinée par les circonstances. Elle le cache bien, mais tu le sais. Elle te détruirait s'il le fallait. Pour protéger sa carrière d'indépendante."
IP_MASKED_5_CON,Oh oh.,,Oh oh.
IP_MASKED_10,Effroi.,,Effroi.
IP_MASKED_15,"Quand la mort est en jeu, la dague vise ton coeur.",,"Quand la mort est en jeu, la dague vise ton coeur."
IP_MASKED_20,Que crois-tu qu'elle veuille ? La chose dans les tuyaux écoute. La chose idiote. Son erreur te mènera sur bien des effilochures. Fais attention où tu mets les pieds.,,Que crois-tu qu'elle veuille ? La chose dans les tuyaux écoute. La chose idiote. Son erreur te mènera sur bien des effilochures. Fais attention où tu mets les pieds.
IP_MERI_5_DEX,Un vrai Libre-Marcheur !,,Un vrai Libre-Marcheur !
IP_MERI_10,"Il est célèbre. Connu dans toutes les places métropolitaines, manoirs et/ou salles de bal de la Côte. Le genre de type qui a su tirer parti du monde changeant, et de sa nouvelle technologie popularisée, pour gagner une sacrée capacité à durer.",,"Il est célèbre. Connu dans toutes les places métropolitaines, manoirs et/ou salles de bal de la Côte. Le genre de type qui a su tirer parti du monde changeant, et de sa nouvelle technologie popularisée, pour gagner une sacrée capacité à durer."
IP_MERI_15,"Mais c'est aussi de la vieille fortune. Ça n'a certainement pas nui. Donc pas aussi impressionnant que l'histoire du petit outsider courageux voudrait le faire croire, mais quand même assez impressionnant. Honnêtement, pour un sang bleu lié aux arcanistes, survivre à la révolution est déjà un exploit ; mais prospérer ? Ça, c'est du vrai talent.",,"Mais c'est aussi de la vieille fortune. Ça n'a certainement pas nui. Donc pas aussi impressionnant que l'histoire du petit outsider courageux voudrait le faire croire, mais quand même assez impressionnant. Honnêtement, pour un sang bleu lié aux arcanistes, survivre à la révolution est déjà un exploit ; mais prospérer ? Ça, c'est du vrai talent."
IP_MERI_20,"Son sourire est large. Sa bouche ne cesse de flatter le nouvel âge avec une ardeur obscène. C'est là que se trouve son intérêt : son pari et son investissement dans l'Âge des Foules. Mais le populisme a ses faiblesses. La principale, c'est qu'il faut rester proche du peuple. Meriadoc semble garder ce savoir bien près du coeur.",,"Son sourire est large. Sa bouche ne cesse de flatter le nouvel âge avec une ardeur obscène. C'est là que se trouve son intérêt : son pari et son investissement dans l'Âge des Foules. Mais le populisme a ses faiblesses. La principale, c'est qu'il faut rester proche du peuple. Meriadoc semble garder ce savoir bien près du coeur."
IP_MISKA_5_WIS,Quelque chose cloche terriblement.,,Quelque chose cloche terriblement.
IP_MISKA_10,Ses yeux sont saisissants. Ils frappent ton ÂME. Accroche-toi à cette sensation ou tu seras consumé.,,Ses yeux sont saisissants. Ils frappent ton ÂME. Accroche-toi à cette sensation ou tu seras consumé.
IP_MISKA_15,Elle manie un pouvoir dont tu ne pourrais que rêver. Pourtant ses actions trahissent sa nature. Mauvaise ? Bonne ? L'égoïsme envers sa propre tribu est-il le trait déterminant ?,,Elle manie un pouvoir dont tu ne pourrais que rêver. Pourtant ses actions trahissent sa nature. Mauvaise ? Bonne ? L'égoïsme envers sa propre tribu est-il le trait déterminant ?
IP_MISKA_20,"Cette créature n'est pas une gobeline. Même si son désir est lourdement investi dans cette tribu, elle est bien plus vieille et bien plus dangereuse que tous ses serviteurs réunis.",,"Cette créature n'est pas une gobeline. Même si son désir est lourdement investi dans cette tribu, elle est bien plus vieille et bien plus dangereuse que tous ses serviteurs réunis."
IP_MISKA_25,Elle connaît bien les flammes d'Esuth. <i>Pourquoi est-elle ici ?</i>,,Elle connaît bien les flammes d'Esuth. <i>Pourquoi est-elle ici ?</i>
IP_MISKA_30,"Tu vois à travers elle. Ses objectifs. Son stratagème. Est-ce si simple ? Est-ce qu'elle les... aime, tout simplement ?",,"Tu vois à travers elle. Ses objectifs. Son stratagème. Est-ce si simple ? Est-ce qu'elle les... aime, tout simplement ?"
IP_MODISSA_5_WIS,"Une fille en mission. Elle est partie se battre pour le vert, quelle que soit la bataille.",,"Une fille en mission. Elle est partie se battre pour le vert, quelle que soit la bataille."
IP_MODISSA_10,Sa façade brusque n'est pas feinte. C'est son coeur porté sur chacune de ses manches.,,Sa façade brusque n'est pas feinte. C'est son coeur porté sur chacune de ses manches.
IP_MODISSA_15,"Responsabilité. Voilà le poids qu'elle sent peser sur ses épaules. Modissa ne voit pas son propre EGO comme ayant une signification supérieure. Cette signification a plutôt été transposée depuis les autres. Son mentor. Ses amis. Mais surtout, son idéologie.",,"Responsabilité. Voilà le poids qu'elle sent peser sur ses épaules. Modissa ne voit pas son propre EGO comme ayant une signification supérieure. Cette signification a plutôt été transposée depuis les autres. Son mentor. Ses amis. Mais surtout, son idéologie."
IP_MODISSA_23,"Elle ne croit pas à l'azgalisme. Pas vraiment. Car elle se trouve être de ces gens qui ne voient aucune règle, dans l'étalement urbain et les champs de bataille culturels, comme digne de respect. Elle ne croit pas que quoi que ce soit puisse être épinglé dans une idéologie. Cette croyance elle-même, voilà sa vraie idéologie. Même si elle ne le sait pas encore.",,"Elle ne croit pas à l'azgalisme. Pas vraiment. Car elle se trouve être de ces gens qui ne voient aucune règle, dans l'étalement urbain et les champs de bataille culturels, comme digne de respect. Elle ne croit pas que quoi que ce soit puisse être épinglé dans une idéologie. Cette croyance elle-même, voilà sa vraie idéologie. Même si elle ne le sait pas encore."
IP_MOONGORE_5_STR,"Une brute, une bête et une guerrière. Elle pourrait te briser facilement.",,"Une brute, une bête et une guerrière. Elle pourrait te briser facilement."
IP_MOONGORE_10,"La loyauté est une chose capricieuse. La sienne va aux Halfways, pour l'argent et l'abri. Mais aussi pour autre chose, quelque chose de plus éthéré.",,"La loyauté est une chose capricieuse. La sienne va aux Halfways, pour l'argent et l'abri. Mais aussi pour autre chose, quelque chose de plus éthéré."
IP_MOONGORE_15,"Ogres. Hobgobelins. Ettins. Trolls. Le bugbear se tient parmi eux tous comme l'un des chargeurs des terres sauvages d'Askanii. Tu as entendu parler des siens trouvant leur place dans la société civilisée, comme mercenaires et gardes. Moongore est un cliché.",,"Ogres. Hobgobelins. Ettins. Trolls. Le bugbear se tient parmi eux tous comme l'un des chargeurs des terres sauvages d'Askanii. Tu as entendu parler des siens trouvant leur place dans la société civilisée, comme mercenaires et gardes. Moongore est un cliché."
IP_MOONGORE_20,Qu'y a-t-il d'autre chez elle ? Elle aime la violence. Elle aime le pouvoir. Elle recherche le frisson. Cette femme est toxique de bout en bout. ...Peut-être devrais-tu apprendre à mieux la connaître.,,Qu'y a-t-il d'autre chez elle ? Elle aime la violence. Elle aime le pouvoir. Elle recherche le frisson. Cette femme est toxique de bout en bout. ...Peut-être devrais-tu apprendre à mieux la connaître.
IP_NEARLY_5_WIS,Encore une gobeline. Celle-ci cherche à s'échapper.,,Encore une gobeline. Celle-ci cherche à s'échapper.
IP_NEARLY_10,"Elle travaille dur. Mais seulement de manières qui améliorent son art, sa passion.",,"Elle travaille dur. Mais seulement de manières qui améliorent son art, sa passion."
IP_NEARLY_15,"Elle ne se soucie pas de la politique ni du monde en général. Pourtant, elle tente de maintenir une forme de compréhension afin de faire avancer son art.",,"Elle ne se soucie pas de la politique ni du monde en général. Pourtant, elle tente de maintenir une forme de compréhension afin de faire avancer son art."
IP_NEARLY_20,"La gobeline joue pour elle-même. Elle ne cherche pas la gloire, seulement à subvenir à ses besoins par son art. Jusqu'ici, cela ne semble pas avoir très bien marché.",,"La gobeline joue pour elle-même. Elle ne cherche pas la gloire, seulement à subvenir à ses besoins par son art. Jusqu'ici, cela ne semble pas avoir très bien marché."
IP_NESSAN_5_WIS,Imperturbable. Hydratée. Heureuse. Dans son élément.,,Imperturbable. Hydratée. Heureuse. Dans son élément.
IP_NESSAN_10,"Elle est concentrée sur son travail. Mais elle ne cherche pas le conflit. Elle t'aidera, si tu ne représentes pas une menace.",,"Elle est concentrée sur son travail. Mais elle ne cherche pas le conflit. Elle t'aidera, si tu ne représentes pas une menace."
IP_NESSAN_15,"Son savoir descend loin, bien sous la ville. Apprends d'elle, et de sa solitude.",,"Son savoir descend loin, bien sous la ville. Apprends d'elle, et de sa solitude."
IP_NESSAN_20,"Cette elfe cherche une échappatoire. Pourquoi serait-elle ici, parmi tous les endroits possibles ? Sa matriarche. Oui. Cette femme a des ennuis. Comme toi.",,"Cette elfe cherche une échappatoire. Pourquoi serait-elle ici, parmi tous les endroits possibles ? Sa matriarche. Oui. Cette femme a des ennuis. Comme toi."
IP_OLZIS_5_WIS,"Des milliers d'années passées à garder un trou dans la réalité. Souviens-toi : sa perception dépasse ta capacité à concevoir. Pour elle, un jour n'est qu'un instant fugitif. À moins que tu le rendes mémorable.",,"Des milliers d'années passées à garder un trou dans la réalité. Souviens-toi : sa perception dépasse ta capacité à concevoir. Pour elle, un jour n'est qu'un instant fugitif. À moins que tu le rendes mémorable."
IP_OLZIS_10,"Une gynosphinx qui pose des énigmes. Une femme cherchant quelque chose, n'importe quoi, qui soit même vaguement intéressant chez ces mortels qui s'agitent. Pourquoi sinon les laisser entrer dans son antre ainsi ?",,"Une gynosphinx qui pose des énigmes. Une femme cherchant quelque chose, n'importe quoi, qui soit même vaguement intéressant chez ces mortels qui s'agitent. Pourquoi sinon les laisser entrer dans son antre ainsi ?"
IP_OLZIS_15,"Elle n'est pas exploitée. Quel que soit l'accord qu'elle a conclu avec la tavernière, cette Bête de Jor pourrait le briser à tout moment. Aucun d'eux n'a le moindre pouvoir sur elle. Pourtant, elle ne peut pas partir.",,"Elle n'est pas exploitée. Quel que soit l'accord qu'elle a conclu avec la tavernière, cette Bête de Jor pourrait le briser à tout moment. Aucun d'eux n'a le moindre pouvoir sur elle. Pourtant, elle ne peut pas partir."
IP_OLZIS_20,"Ressentiment. Toute personne saine, avec ne serait-ce qu'un éclat de compréhension mortelle, éprouverait du ressentiment après être restée coincée au même endroit pendant des millénaires. Olzis, cette créature ô combien puissante, ressent une pointe de ressentiment envers ses maîtres. Peut-être est-ce pour cela qu'elle divertit cet instant fugitif.",,"Ressentiment. Toute personne saine, avec ne serait-ce qu'un éclat de compréhension mortelle, éprouverait du ressentiment après être restée coincée au même endroit pendant des millénaires. Olzis, cette créature ô combien puissante, ressent une pointe de ressentiment envers ses maîtres. Peut-être est-ce pour cela qu'elle divertit cet instant fugitif."
IP_OST_5_DEX,Celui-ci est plutôt hostile. Reste sur tes gardes !,,Celui-ci est plutôt hostile. Reste sur tes gardes !
IP_OST_10,Ses yeux sans expression semblent surveiller en permanence. Il détermine clairement où frapper pour que tu meures aussi vite que possible. Comme c'est humain.,,Ses yeux sans expression semblent surveiller en permanence. Il détermine clairement où frapper pour que tu meures aussi vite que possible. Comme c'est humain.
IP_OST_15,"En général, les kobolds ne sont dangereux qu'en grand nombre. Celui-ci semble extrêmement mortel à lui seul. Prudence.",,"En général, les kobolds ne sont dangereux qu'en grand nombre. Celui-ci semble extrêmement mortel à lui seul. Prudence."
IP_OST_20,Il y a quelque chose de plus profond dans son lien avec son maître. Ce kobold tient l'homme pâle pour sa « valeur suprême possible ». Littéralement son dieu personnel.,,Il y a quelque chose de plus profond dans son lien avec son maître. Ce kobold tient l'homme pâle pour sa « valeur suprême possible ». Littéralement son dieu personnel.
IP_OYU_5_DEX,"Une marchande compétente. Femme d'affaires. Entrepreneuse halfeline. Bon sang, tu pourrais apprendre une tonne de choses de quelqu'un comme elle.",,"Une marchande compétente. Femme d'affaires. Entrepreneuse halfeline. Bon sang, tu pourrais apprendre une tonne de choses de quelqu'un comme elle."
IP_OYU_10,"Ses marchandises viennent de toute la Côte. Son but : le voyage lui-même. Et, bien sûr, proclamer le pouvoir du Capital. Elle est foutrement douée pour ça.",,"Ses marchandises viennent de toute la Côte. Son but : le voyage lui-même. Et, bien sûr, proclamer le pouvoir du Capital. Elle est foutrement douée pour ça."
IP_OYU_15,"Kargamesh se trouve de l'autre côté du monde. C'est l'opposé d'Askanii, un miroir. Dans leur sec, nous avons l'humide. Dans leur chaud, nous avons le froid. Elle te racontera volontiers tout cela, en surface. Elle n'est pas ici pour se faire des amis, pas vraiment. Ou du moins pas encore.",,"Kargamesh se trouve de l'autre côté du monde. C'est l'opposé d'Askanii, un miroir. Dans leur sec, nous avons l'humide. Dans leur chaud, nous avons le froid. Elle te racontera volontiers tout cela, en surface. Elle n'est pas ici pour se faire des amis, pas vraiment. Ou du moins pas encore."
IP_OYU_20,"Ah. Elle n'est pas très contente du climat actuel. Voyager à travers Divinii Torum et Ym ? Pas faisable pour l'instant. Le commerce ? Rigide et réglementé. Les dirigeables ? Rares et espacés. Cette décennie a été une lente descente vers un monde de monopoles et de corruption, si tu lui demandes. Elle pourrait finir par rester dans cette ville qui est la tienne plus longtemps qu'elle ne l'aurait jamais imaginé.",,"Ah. Elle n'est pas très contente du climat actuel. Voyager à travers Divinii Torum et Ym ? Pas faisable pour l'instant. Le commerce ? Rigide et réglementé. Les dirigeables ? Rares et espacés. Cette décennie a été une lente descente vers un monde de monopoles et de corruption, si tu lui demandes. Elle pourrait finir par rester dans cette ville qui est la tienne plus longtemps qu'elle ne l'aurait jamais imaginé."
IP_PINJA_5_WIS,"Étrange, il y a quelque chose qui n'est pas tout à fait...",,"Étrange, il y a quelque chose qui n'est pas tout à fait..."
IP_PINJA_10,...normal chez cette elfe au coin de la forteresse. Sa...,,...normal chez cette elfe au coin de la forteresse. Sa...
IP_PINJA_15,...présence ne semble pas assez vive pour que tu puisses...,,...présence ne semble pas assez vive pour que tu puisses...
IP_PINJA_20,...même l'accepter comme réelle. Magie elfique ? Mystique féminine ? Ou autre chose ?,,...même l'accepter comme réelle. Magie elfique ? Mystique féminine ? Ou autre chose ?
IP_PINJA_25,Ah. Bien sûr. Elle n'est pas vraiment ici. Cette pensée te glace l'échine.,,Ah. Bien sûr. Elle n'est pas vraiment ici. Cette pensée te glace l'échine.
IP_RAZZ_5_CHA,Il veut te tuer.,,Il veut te tuer.
IP_RAZZ_10,"C'est un suprémaciste gobelin massif, non réglementé, sûr de lui et hautement problématique. Il ne débattra pas avec toi à ce sujet ; il ne te considère même pas digne d'être en vie.",,"C'est un suprémaciste gobelin massif, non réglementé, sûr de lui et hautement problématique. Il ne débattra pas avec toi à ce sujet ; il ne te considère même pas digne d'être en vie."
IP_RAZZ_15,"Un tueur concentré. Son compteur de victimes doit se compter par centaines. Le genre d'homme qui ne souhaite rien d'autre que la destruction de l'humanité, surtout les Urthfolk, et la chute de cette espèce envahissante sur les rivages d'Askanii.",,"Un tueur concentré. Son compteur de victimes doit se compter par centaines. Le genre d'homme qui ne souhaite rien d'autre que la destruction de l'humanité, surtout les Urthfolk, et la chute de cette espèce envahissante sur les rivages d'Askanii."
IP_RAZZ_20,"Plus tu fixes ses yeux dérangés, plus tu comprends : il n'est pas rempli de haine à cause d'une vision idéaliste de l'avenir. Il ne voit pas le futur d'Askanii comme un paradis gobelin. Tout ce qu'il veut, entièrement à cause d'une vendetta personnelle nourrie par la sociopathie, c'est effacer les humains de l'existence. <i>Gloups</i>.",,"Plus tu fixes ses yeux dérangés, plus tu comprends : il n'est pas rempli de haine à cause d'une vision idéaliste de l'avenir. Il ne voit pas le futur d'Askanii comme un paradis gobelin. Tout ce qu'il veut, entièrement à cause d'une vendetta personnelle nourrie par la sociopathie, c'est effacer les humains de l'existence. <i>Gloups</i>."
IP_RIX_5_DEX,"De l'argent, de l'argent, de l'argent ! Voilà ce qu'on obtient quand le pragmatisme diabolique se mêle à la dextérité de doigts presque humains. Une créatrice de monnaie, consciente des couronnes, génératrice de capital de toute première classe !",,"De l'argent, de l'argent, de l'argent ! Voilà ce qu'on obtient quand le pragmatisme diabolique se mêle à la dextérité de doigts presque humains. Une créatrice de monnaie, consciente des couronnes, génératrice de capital de toute première classe !"
IP_RIX_10,"L'entrepreneuriat, c'est la disruption. C'est voir à travers l'argile commune et trouver les hacks de la réalité. C'est comme la magie, en fait. Sauf que ça fonctionne à grande échelle.",,"L'entrepreneuriat, c'est la disruption. C'est voir à travers l'argile commune et trouver les hacks de la réalité. C'est comme la magie, en fait. Sauf que ça fonctionne à grande échelle."
IP_RIX_15,"Cette femme a trouvé plusieurs trous dans la bourse de la ville. Au fil des ans, elle a dirigé des usines, fondé des startups, traité avec des corporations municipales, conclu des accords de guilde, et maintenant elle tient une taverne. Une femme hautement accomplie, du genre à prospérer dans l'avenir libre-marcheur.",,"Cette femme a trouvé plusieurs trous dans la bourse de la ville. Au fil des ans, elle a dirigé des usines, fondé des startups, traité avec des corporations municipales, conclu des accords de guilde, et maintenant elle tient une taverne. Une femme hautement accomplie, du genre à prospérer dans l'avenir libre-marcheur."
IP_RIX_20,"Son histoire personnelle mise à part, cette tieffeline trouve du sens dans les couronnes. Dans le capital. Le pouvoir et le respect qu'elle trouve dans ce nouveau monde sont tout ce qu'elle n'avait pas enfant. Ici, c'est elle la patronne, et elle a le contrôle total, jusqu'à ce que ce ne soit plus le cas.",,"Son histoire personnelle mise à part, cette tieffeline trouve du sens dans les couronnes. Dans le capital. Le pouvoir et le respect qu'elle trouve dans ce nouveau monde sont tout ce qu'elle n'avait pas enfant. Ici, c'est elle la patronne, et elle a le contrôle total, jusqu'à ce que ce ne soit plus le cas."
IP_ROLLO_5_STR,La prochaine génération ! Un adolescent tardif représentant tous les jeunes hommes parmi les Urthfolk.,,La prochaine génération ! Un adolescent tardif représentant tous les jeunes hommes parmi les Urthfolk.
IP_ROLLO_10,"Statistiquement, ça pourrait être inquiétant. Si tous les jeunes hommes d'aujourd'hui se sentent aussi perdus et sans emploi que celui-ci, alors tout part vraiment en vrille. Au moins, il est politiquement actif !",,"Statistiquement, ça pourrait être inquiétant. Si tous les jeunes hommes d'aujourd'hui se sentent aussi perdus et sans emploi que celui-ci, alors tout part vraiment en vrille. Au moins, il est politiquement actif !"
IP_ROLLO_15,"Ce détail aussi pourrait être inquiétant. Les jeunes hommes qui ont peu à perdre et tout à gagner sont, historiquement parlant, une force motrice courante derrière les conflits capables de changer le monde. Si les vieux nationalistes ne les représentent pas, si le Libre-Marchisme ne les soutient pas, si l'azgalisme est beaucoup trop... progressiste, alors vers quelles <i>effilochures</i> ces grondements nous mèneront-ils ?",,"Ce détail aussi pourrait être inquiétant. Les jeunes hommes qui ont peu à perdre et tout à gagner sont, historiquement parlant, une force motrice courante derrière les conflits capables de changer le monde. Si les vieux nationalistes ne les représentent pas, si le Libre-Marchisme ne les soutient pas, si l'azgalisme est beaucoup trop... progressiste, alors vers quelles <i>effilochures</i> ces grondements nous mèneront-ils ?"
IP_ROLLO_20,"Comme pour toute chose, c'est <i>l'ÉCONOMIE</i> qui dirige les masses. Le flux du CAPITAL, dont tu as tant lu. Ces garçons peuvent bien rager contre le monde s'ils le souhaitent ; si chacun avait un rôle dans la société qui le payait bien et lui donnait satisfaction, toute cette rage retomberait. Il leur faut simplement une nouvelle idéologie. Une qui soutienne leurs intérêts économiques, et rien d'autre.",,"Comme pour toute chose, c'est <i>l'ÉCONOMIE</i> qui dirige les masses. Le flux du CAPITAL, dont tu as tant lu. Ces garçons peuvent bien rager contre le monde s'ils le souhaitent ; si chacun avait un rôle dans la société qui le payait bien et lui donnait satisfaction, toute cette rage retomberait. Il leur faut simplement une nouvelle idéologie. Une qui soutienne leurs intérêts économiques, et rien d'autre."
IP_SHEN_8_INT,"Un immigrant de Divinii Torum. Un homme-hibou. Un expert de tout ce qui touche aux LIVRES. Il a apporté son expertise à ta ville, et pour cela tu devrais te sentir reconnaissant. Voilà l'exemple parfait de pourquoi cette nouvelle Ère est si très, très merveilleuse.",,"Un immigrant de Divinii Torum. Un homme-hibou. Un expert de tout ce qui touche aux LIVRES. Il a apporté son expertise à ta ville, et pour cela tu devrais te sentir reconnaissant. Voilà l'exemple parfait de pourquoi cette nouvelle Ère est si très, très merveilleuse."
IP_SHEN_14,"Si son comportement te contrarie un jour, souviens-toi : c'est une personne. Il ne représente pas tout son peuple. Tout comme il existe des humains grossiers, tapageurs et égocentriques, il existe des hommes-hiboux du même genre. Tous les peuples sont différents. Tous les peuples sont les mêmes. Cette figure est un peu excentrique. Ne laisse pas cela assombrir ta vision de tous les autres frères et soeurs ailés de la Côte.",,"Si son comportement te contrarie un jour, souviens-toi : c'est une personne. Il ne représente pas tout son peuple. Tout comme il existe des humains grossiers, tapageurs et égocentriques, il existe des hommes-hiboux du même genre. Tous les peuples sont différents. Tous les peuples sont les mêmes. Cette figure est un peu excentrique. Ne laisse pas cela assombrir ta vision de tous les autres frères et soeurs ailés de la Côte."
IP_SIMII_5_CHA,Un Azgal dévoué. Il donne tout ce qu'il a pour soutenir la cause.,,Un Azgal dévoué. Il donne tout ce qu'il a pour soutenir la cause.
IP_SIMII_10,Un genre de second fils. Il vit dans l'ombre de plus grands hommes.,,Un genre de second fils. Il vit dans l'ombre de plus grands hommes.
IP_SIMII_15,"Il suit la voie d'Azgal non par choix, mais par endoctrinement et tradition. Il veut être à la hauteur de quelqu'un. Son père ? Un patriarche ?",,"Il suit la voie d'Azgal non par choix, mais par endoctrinement et tradition. Il veut être à la hauteur de quelqu'un. Son père ? Un patriarche ?"
IP_SIMII_20,"Simii, le bras droit d'Alfoz, veut être son propre homme mais n'y parvient tout simplement pas. Pas seulement à cause de sa propre peau, mais aussi à cause de ceux qui dépendent de lui et de sa dévotion éternelle. Il est douloureusement difficile de ne pas l'aimer.",,"Simii, le bras droit d'Alfoz, veut être son propre homme mais n'y parvient tout simplement pas. Pas seulement à cause de sa propre peau, mais aussi à cause de ceux qui dépendent de lui et de sa dévotion éternelle. Il est douloureusement difficile de ne pas l'aimer."
IP_SMARTER_5_INT,Pas tant que ça.,,Pas tant que ça.
IP_SMARTER_10,Un gobelin kleptomane enragé. Il a besoin d'aide. D'une aide professionnelle.,,Un gobelin kleptomane enragé. Il a besoin d'aide. D'une aide professionnelle.
IP_SMARTER_15,Sois prudent avec lui. Ce n'est pas un exemple typique de gobelin. C'est un extrême. Un stéréotype. Une fable.,,Sois prudent avec lui. Ce n'est pas un exemple typique de gobelin. C'est un extrême. Un stéréotype. Une fable.
IP_SMARTER_20,"C'est à un niveau où tu te demandes sérieusement si ce gobelin stupide n'est pas possédé par un esprit, une étincelle divine d'un dieu farceur. Mais le genre de dieu qui tromperait son avatar pour en faire le voleur le plus inutile que tu puisses imaginer. Des choses plus étranges sont arrivées.",,"C'est à un niveau où tu te demandes sérieusement si ce gobelin stupide n'est pas possédé par un esprit, une étincelle divine d'un dieu farceur. Mais le genre de dieu qui tromperait son avatar pour en faire le voleur le plus inutile que tu puisses imaginer. Des choses plus étranges sont arrivées."
IP_SNELL_5_DEX,Ce gobelin fait avancer les choses. Peu importe les chances.,,Ce gobelin fait avancer les choses. Peu importe les chances.
IP_SNELL_10,"Très compétent, mais avide de validation. Regarde seulement la façon dont il s'habille !",,"Très compétent, mais avide de validation. Regarde seulement la façon dont il s'habille !"
IP_SNELL_15,"Il ne travaille ni pour lui-même, ni pour un idéal. Ce gobelin consacre sa vie à sa « dame », pas différemment d'un fanatique religieux.",,"Il ne travaille ni pour lui-même, ni pour un idéal. Ce gobelin consacre sa vie à sa « dame », pas différemment d'un fanatique religieux."
IP_SNELL_20,"Un loup solitaire. Il tient trop aux choses, ne laisse personne approcher. Vieux trauma ? Rejet amoureux ? Problèmes de famille ? Qui sait.",,"Un loup solitaire. Il tient trop aux choses, ne laisse personne approcher. Vieux trauma ? Rejet amoureux ? Problèmes de famille ? Qui sait."
IP_SNELL_25,"Hein. D'accord, donc... ce n'est pas vraiment une histoire tragique, mais tu comprends maintenant. C'est un <i>aspirant</i>. Le genre à se jeter désespérément dans son travail au nom d'un bien supérieur. Un idéaliste. Un <i>romantique</i>. Dans le sens le plus gobelin du terme.",,"Hein. D'accord, donc... ce n'est pas vraiment une histoire tragique, mais tu comprends maintenant. C'est un <i>aspirant</i>. Le genre à se jeter désespérément dans son travail au nom d'un bien supérieur. Un idéaliste. Un <i>romantique</i>. Dans le sens le plus gobelin du terme."
IP_SNELL_30,"Prêt au sacrifice. Rêveur. Il y a parfois une étincelle dans ses yeux que tu remarques. Un Fil attaché à un destin, avec peu d'effilochures. Peut-être pourrais-tu lui faire confiance. Peut-être pourrait-il être un... tu sais. <i>Un ami.</i>",,"Prêt au sacrifice. Rêveur. Il y a parfois une étincelle dans ses yeux que tu remarques. Un Fil attaché à un destin, avec peu d'effilochures. Peut-être pourrais-tu lui faire confiance. Peut-être pourrait-il être un... tu sais. <i>Un ami.</i>"
IP_SNURRE_5_INT,Un érudit du Commonwealth de Fordnip. Un homme qui travaille depuis un trou dans le mur.,,Un érudit du Commonwealth de Fordnip. Un homme qui travaille depuis un trou dans le mur.
IP_SNURRE_10,"C'est le genre d'homme qui sait exactement où il va, et qui y va simplement très lentement et méthodiquement. Il connaît son expertise. Ses mouvements sont calculés. Son voyage est long.",,"C'est le genre d'homme qui sait exactement où il va, et qui y va simplement très lentement et méthodiquement. Il connaît son expertise. Ses mouvements sont calculés. Son voyage est long."
